"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.363226167E0,1.154310536E-1,1.247817163E0,1.633422031E0,2.058747078E0
2.373185167E0,-3.241778219E-1,3.171608707E-1,1.726450063E0,1.785024397E0
2.383143167E0,-8.776898736E-1,-2.384604178E-1,2.920853788E0,3.059181220E0
2.393102167E0,-2.506652818E0,-5.999430370E-1,3.875263808E0,4.654128230E0
2.403060167E0,-4.897230220E0,-4.838547564E-1,3.028481147E0,5.778293633E0
2.413019167E0,-5.658668675E0,-5.142617396E-1,1.489919665E0,5.874083496E0
2.422977167E0,-4.997946171E0,3.919289249E-1,3.699229288E-1,5.026919253E0
2.432936167E0,-4.709870228E0,1.275089161E0,-4.589723687E-1,4.900957617E0
2.442894167E0,-4.612542738E0,1.080931488E0,-5.932299949E-1,4.774503662E0
2.452853167E0,-4.628045461E0,1.778475957E0,1.474195625E-1,4.960192944E0
2.462811167E0,-6.693644557E0,2.360664800E0,-4.432095909E-1,7.111543468E0
2.472770167E0,-8.183387051E0,3.064323117E0,-8.102102275E-1,8.775781470E0
2.482728167E0,-8.491152323E0,4.979295892E0,-6.071633251E-1,9.862134792E0
2.492687167E0,-8.301498469E0,5.472948827E0,-1.501210784E0,1.005592758E1
2.502646167E0,-8.261367273E0,5.267115726E0,-2.393427919E0,1.008569256E1
2.512604167E0,-8.418367352E0,5.148705516E0,-2.274188574E0,1.012669793E1
2.522563167E0,-9.622789696E0,4.325865449E0,-3.240748816E0,1.103692196E1
2.532521167E0,-9.749897055E0,3.980971527E0,-3.879438428E0,1.122313100E1
2.542480167E0,-8.375643502E0,4.397250012E0,-2.982217977E0,9.918711398E0
2.552438167E0,-8.504292771E0,3.659261230E0,-3.006728920E0,9.734146449E0
2.562397167E0,-8.239915009E0,1.924725053E0,-2.768958328E0,8.903251996E0
2.572355167E0,-6.319053211E0,1.244412329E0,-2.258530315E0,6.824950895E0
2.582314167E0,-4.592135371E0,2.823021099E-1,-2.221649149E0,5.109121909E0
2.592272167E0,-3.098846540E0,-1.195580769E0,-1.941548077E0,3.847320131E0
2.602231167E0,-1.399754430E0,-2.603316064E0,-1.267766401E0,3.216177644E0
2.612189167E0,-6.386504352E-1,-3.103503263E0,-1.163855824E0,3.375524738E0
2.622148167E0,-1.603419383E0,-3.419803716E0,-1.688300635E0,4.137193518E0
2.632107167E0,-2.743809453E0,-3.955640219E0,-2.070069877E0,5.240302392E0
2.642065167E0,-2.431154155E0,-4.391945126E0,-2.882453661E-1,5.028198276E0
2.652024167E0,-9.078094661E-1,-3.942877502E0,5.758458427E0,7.037772693E0
2.661982167E0,-1.092503713E0,-3.930713247E0,-1.763363243E0,4.444493325E0
2.671941167E0,2.290336829E0,-2.343912820E0,-2.141074955E-1,3.284115120E0
2.681899167E0,9.102809672E0,-1.864769458E0,3.591002004E0,9.961616558E0
2.691858167E0,8.912358842E0,-6.491824400E-1,7.204953745E-2,8.936261472E0
2.701816167E0,5.336303490E0,-1.206897178E0,4.464519889E0,7.061492306E0
2.711775167E0,4.857805368E0,-3.123199901E0,4.310207775E0,7.206284874E0
2.721733167E0,5.153216643E0,-2.233882547E0,3.269182949E0,6.498725272E0
2.731692167E0,5.154132902E0,-1.316856700E0,1.537642154E0,5.537467014E0
2.741650167E0,4.304621930E0,-2.575987932E-1,-1.125206020E0,4.456704577E0
2.751609167E0,2.359564354E0,6.405899566E-1,-2.638559864E0,3.597206915E0
2.761568167E0,2.890407336E-1,-6.389188224E-1,-2.217361239E0,2.325608022E0
2.771526167E0,-2.357269907E-1,-1.533325886E0,1.995397425E-1,1.564120070E0
2.781485167E0,6.683215463E-1,-1.249169916E-1,2.159893342E0,2.264375674E0
2.791443167E0,1.515305352E0,1.645274630E0,2.921653394E0,3.679556695E0
2.801402167E0,1.664274280E0,1.586937252E0,3.268322239E0,3.996261875E0
2.811360167E0,1.483609934E0,3.858747178E-1,4.066418644E0,4.345774766E0
2.821319167E0,1.772070624E0,-7.497545493E-1,4.361565040E0,4.767139161E0
2.831277167E0,7.821785295E-1,-1.100419673E0,1.950094952E0,2.371834107E0
2.841236167E0,3.113665724E-1,-1.425694433E0,-1.581759542E-1,1.467846515E0
2.851194167E0,3.844368875E-1,-1.442968277E0,-1.122458414E0,1.868117250E0
2.861153167E0,1.932995939E-1,-1.515247464E0,-1.524075590E0,2.157810468E0
2.871111167E0,-1.438637245E-1,-7.041731644E-1,-2.193355495E0,2.308108521E0
2.881070167E0,-4.369472229E-1,1.040186335E0,-2.475376062E0,2.720367096E0
2.891028167E0,-6.763462651E-1,2.206594761E0,-2.442167970E0,3.360162065E0
2.900987167E0,-4.241307110E-1,2.061234734E0,-2.348098549E0,3.153116282E0
2.910946167E0,-1.205228090E-2,1.288177276E0,-1.674791228E0,2.112929628E0
2.920904167E0,7.485242951E-1,1.170685664E0,-6.171848680E-1,1.520431092E0
2.930863167E0,2.424557911E0,2.383891695E0,-1.818139448E-1,3.405066370E0
2.940821167E0,4.754307897E0,4.167927477E0,1.052101207E-1,6.323458880E0
2.950780167E0,7.017798990E0,5.763777639E0,4.868543780E-1,9.094375323E0
2.960738167E0,7.742063772E0,6.177227826E0,6.853585055E-1,9.928112174E0
2.970697167E0,7.996993604E0,6.135319662E0,6.680087203E-1,1.010149938E1
2.980655167E0,8.276531442E0,5.549962505E0,8.225852747E-1,9.998985101E0
2.990614167E0,8.423912267E0,5.089328211E0,2.289594233E0,1.010474152E1
3.000572167E0,8.928857930E0,5.112604807E0,3.657219967E0,1.091963780E1
3.010531167E0,9.080465122E0,5.556740012E0,3.911465675E0,1.134159469E1
3.020489167E0,7.945220602E0,5.881028931E0,3.262112496E0,1.040934242E1
3.030448167E0,7.391619673E0,5.019936379E0,3.272190757E0,9.515410395E0
3.040407167E0,5.655920484E0,4.148633419E0,3.724788637E0,7.941954807E0
3.050365167E0,2.081197128E0,3.844987510E0,3.986217649E0,5.916522762E0
3.060324167E0,-3.731789508E0,1.831799347E0,4.621749764E0,6.216294126E0
3.070282167E0,-1.670350707E1,-1.831391212E0,3.157317235E0,1.709765464E1
3.080241167E0,-2.888522193E1,-5.979756829E0,4.534081583E0,2.984411891E1
3.090199167E0,-2.757460831E1,-7.565703562E0,3.213778242E0,2.877372524E1
3.100158167E0,-2.132150935E1,-6.790372707E0,-9.559323433E-1,2.239709198E1
3.110116167E0,-1.532623869E1,-5.190839383E0,2.369433577E0,1.635397876E1
3.120075167E0,-1.092107973E1,-4.203501352E0,6.176564752E0,1.323213355E1
3.130033167E0,-5.082454224E0,-1.806395534E0,6.396849831E0,8.367442472E0
3.139992167E0,-2.179465435E0,1.148502497E0,3.690231008E0,4.436995882E0
