Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),walk-jump
9.292635442E1,-3.238950798E0,-1.028832797E1,-1.172059175E0,1.084961830E1,1
9.293627742E1,-3.102619164E0,-1.011825819E1,-1.358793515E0,1.067013188E1,1
9.294620142E1,-3.010353609E0,-9.952153999E0,-1.614224453E0,1.052203966E1,1
9.295612442E1,-2.910838092E0,-9.835754646E0,-1.831674217E0,1.041969665E1,1
9.296604742E1,-2.804497997E0,-9.744128777E0,-1.934595737E0,1.032259247E1,1
9.297597142E1,-2.668011704E0,-9.720924686E0,-1.941631254E0,1.026569993E1,1
9.298589442E1,-2.559218995E0,-9.769330276E0,-1.866579902E0,1.027003099E1,1
9.299581742E1,-2.491422576E0,-9.767475539E0,-1.754730706E0,1.023180555E1,1
9.300574142E1,-2.333218555E0,-9.580197408E0,-1.918093725E0,1.004505723E1,1
9.301566442E1,-1.854949205E0,-8.039398196E0,-2.633722170E0,8.660788208E0,1
9.302558842E1,-1.867220610E0,-7.006546608E0,-2.504931398E0,7.671563693E0,1
9.303551142E1,-1.995696217E0,-7.442564124E0,-1.982666282E0,7.956477218E0,1
9.304543442E1,-1.812443163E0,-3.172720848E0,5.187038108E0,6.344798825E0,1
9.305535842E1,-8.569790357E-1,8.433575960E0,2.760133710E1,2.887374978E1,1
9.306528142E1,1.614635512E0,1.328499325E1,1.772025484E1,2.220597948E1,1
9.307520442E1,3.717771394E0,1.788337227E1,1.457446276E0,1.832378175E1,1
9.308512842E1,7.958591430E0,2.438804184E1,1.123889520E0,2.567837397E1,1
9.309505142E1,1.322825537E1,2.808814821E1,3.082476383E0,3.119987934E1,1
9.310497542E1,1.383093257E1,2.439103795E1,1.932468813E0,2.810608233E1,1
9.311489842E1,8.123719139E0,1.652449573E1,6.049853835E0,1.938180856E1,1
9.312482142E1,2.532595452E0,1.443591006E1,5.243745575E0,1.556619435E1,1
9.313474542E1,-8.830965015E-1,1.627973947E1,-4.484668225E-1,1.630984056E1,1
9.314466842E1,-2.669959412E0,1.805248077E1,-2.670657277E0,1.844324146E1,1
9.315459242E1,-3.413610345E0,1.910412472E1,-1.665328825E0,1.947802960E1,1
9.316451542E1,-3.815773652E0,1.833733723E1,5.640019566E-1,1.873862758E1,1
9.317443842E1,-1.688005497E0,1.513509906E1,2.260071056E0,1.539573016E1,1
9.318436242E1,2.262733294E0,1.029447222E1,1.359002845E0,1.062746484E1,1
9.319428542E1,4.747264633E0,6.262514729E0,-7.976362288E-1,7.898850282E0,1
9.320420842E1,5.499149616E0,3.904482930E0,-1.691433427E0,6.953170535E0,1
9.321413242E1,5.263672301E0,2.804191310E0,-1.729719826E0,6.209803997E0,1
9.322405542E1,4.770883292E0,1.375213666E0,-1.422771994E0,5.164960809E0,1
9.323397942E1,3.974095494E0,-6.712077320E-1,-4.051728684E-1,4.050693751E0,1
9.324390242E1,2.810492855E0,-3.410821223E0,1.568880319E0,4.689771525E0,1
9.325382542E1,9.796878263E-1,-5.828834930E0,2.406027499E0,6.381541601E0,1
9.326374942E1,-8.066102430E-1,-6.965518450E0,1.415072235E0,7.153425529E0,1
9.327367242E1,-1.869045234E0,-7.831834905E0,4.942557836E-1,8.066923629E0,1
9.328359642E1,-2.681076723E0,-8.637747282E0,4.988761072E-1,9.058020086E0,1
9.329351942E1,-3.316890382E0,-9.261777924E0,6.092715387E-1,9.856647702E0,1
9.330344242E1,-3.620057696E0,-9.161442043E0,4.230659330E-1,9.859808457E0,1
9.331336642E1,-3.874841055E0,-9.243448657E0,-1.079220593E-1,1.002334193E1,1
9.332328942E1,-3.915550832E0,-8.977117340E0,-5.791854946E-1,9.810995357E0,1
9.333321242E1,-3.992771793E0,-8.763301036E0,-8.414915887E-1,9.666735733E0,1
9.334313642E1,-4.265489439E0,-9.252769119E0,-9.381425551E-1,1.023172752E1,1
9.335305942E1,-4.516435271E0,-9.665611196E0,-1.103106469E0,1.072562685E1,1
9.336298342E1,-4.787834077E0,-1.011920778E1,-1.346751174E0,1.127543613E1,1
9.337290642E1,-4.926101432E0,-1.038080285E1,-1.384354033E0,1.157341692E1,1
9.338282942E1,-4.869838646E0,-1.040968108E1,-1.218103659E0,1.155684062E1,1
9.339275342E1,-4.745167530E0,-1.038651558E1,-1.055690228E0,1.146781595E1,1
9.340267642E1,-4.601199140E0,-1.037082750E1,-9.234326416E-1,1.138322557E1,1
9.341259942E1,-4.391388763E0,-1.021180195E1,-9.153126132E-1,1.115360890E1,1
9.342252342E1,-4.216877735E0,-1.008894844E1,-1.024566084E0,1.098265333E1,1
9.343244642E1,-4.042729526E0,-1.000872113E1,-1.162606566E0,1.085678658E1,1
9.344237042E1,-3.863734853E0,-9.940948395E0,-1.303453127E0,1.074476114E1,1
9.345229342E1,-3.634351799E0,-9.826402609E0,-1.463753375E0,1.057871803E1,1
9.346221642E1,-3.414600571E0,-9.647562010E0,-1.653890356E0,1.036678847E1,1
9.347214042E1,-3.207571422E0,-9.444855416E0,-1.932678289E0,1.016016996E1,1
9.348206342E1,-2.887683410E0,-9.072670784E0,-2.232915856E0,9.779467463E0,1
9.349198562E1,-2.444308343E0,-8.545933717E0,-2.511233527E0,9.236553481E0,1
9.350190962E1,-1.731206481E0,-7.756937335E0,-2.805372448E0,8.428360888E0,1
9.351183262E1,-2.715540504E-1,-6.365786498E0,-1.088245478E0,6.463842321E0,1
9.352175662E1,2.500466757E0,-4.147760430E0,1.361557494E1,1.445130207E1,1
9.353167962E1,3.042465348E0,-2.725702965E-1,2.642133857E1,2.659733111E1,1
9.354160263E1,1.062032703E0,2.702373744E0,1.621369049E1,1.647162702E1,1
9.355152663E1,8.525984479E-1,6.030260984E0,3.585447442E0,7.067277058E0,1
9.356144962E1,3.388973102E-1,5.954539542E0,-5.857290405E0,8.359380565E0,1
9.357137362E1,6.681771201E-1,7.044702029E0,-7.733708686E0,1.048258257E1,1
9.358129662E1,4.556880754E0,1.437523350E1,-9.181616106E0,1.765544037E1,1
9.359121962E1,1.107486501E1,2.765282534E1,7.886047364E0,3.081430070E1,1
9.360114362E1,1.358252764E1,3.612324227E1,2.671667676E1,4.693777270E1,1
9.361106662E1,9.029571542E0,2.058643950E1,3.113683850E0,2.269426537E1,1
9.362098962E1,4.976227857E0,1.402314107E1,-9.711757421E0,1.776878053E1,1
9.363091362E1,1.282217794E0,1.543776146E1,-9.568546246E0,1.820784553E1,1
9.364083662E1,-4.325577766E0,2.033071971E1,-4.211988586E0,2.120824450E1,1
9.365076062E1,-9.254384705E0,2.593109632E1,5.075260395E0,2.799685091E1,1
9.366068362E1,-7.675913637E0,2.354223040E1,9.843813279E0,2.664689329E1,1
9.367060662E1,-1.550706003E0,1.506564466E1,3.742678193E0,1.560083261E1,1
9.368053062E1,1.685228947E0,9.686733677E0,-1.525648491E0,9.949894937E0,1
9.369045362E1,3.424704560E0,6.920910627E0,-1.798892387E0,7.928658086E0,1
9.370037762E1,4.622459324E0,5.070914744E0,-9.806410687E-1,6.931303156E0,1
9.371030062E1,4.431697129E0,3.137353379E0,2.284296656E-1,5.434621034E0,1
9.372022363E1,3.069926212E0,9.393937862E-1,1.564223742E0,3.571232777E0,1
9.373014762E1,1.344000936E0,-1.244790936E0,1.807938614E0,2.573807496E0,1
9.374007062E1,-1.670453033E-1,-3.120768921E0,1.309977450E0,3.388678756E0,1
9.374999362E1,-1.128517591E0,-4.477565027E0,6.716589908E-1,4.666183272E0,1
9.375991762E1,-1.759155587E0,-5.782833715E0,2.486345731E-1,6.049596127E0,1
9.376984062E1,-2.109551739E0,-6.844875188E0,-2.763861895E-2,7.162631414E0,1
9.377976462E1,-2.333680777E0,-7.763154094E0,5.999097079E-3,8.106334773E0,1
9.378968763E1,-2.653819343E0,-8.545291108E0,-2.044937959E-1,8.950227648E0,1
9.379961062E1,-3.168026411E0,-9.565467687E0,-4.053129092E-1,1.008458437E1,1
9.380953462E1,-3.631573202E0,-1.000875154E1,-5.630856979E-1,1.066210564E1,1
9.381945762E1,-3.962082682E0,-9.932117929E0,-1.049282849E0,1.074458283E1,1
9.382938162E1,-4.136963546E0,-9.589901447E0,-1.354120420E0,1.053158674E1,1
9.383930462E1,-4.333021272E0,-9.711532888E0,-1.543528984E0,1.074576317E1,1
9.384922762E1,-4.557618380E0,-1.026494027E1,-1.633610312E0,1.134943024E1,1
9.385915163E1,-4.804749195E0,-1.070896146E1,-1.737663268E0,1.186536742E1,1
9.386907462E1,-5.056653970E0,-1.111458632E1,-2.070452870E0,1.238509400E1,1
9.387899862E1,-5.158306060E0,-1.135333047E1,-2.299265528E0,1.268041230E1,1
9.388892162E1,-5.096064788E0,-1.134292594E1,-2.381639932E0,1.266112372E1,1
9.389884463E1,-4.940073938E0,-1.117758890E1,-2.406264896E0,1.245523724E1,1
9.390876862E1,-4.764266875E0,-1.085104763E1,-2.346777663E0,1.208101150E1,1
9.391869162E1,-4.614532253E0,-1.036009202E1,-2.181436531E0,1.154920256E1,1
9.392861462E1,-4.518389995E0,-9.928057623E0,-2.004259465E0,1.109050190E1,1
9.393853862E1,-4.392323441E0,-9.612855277E0,-1.847431294E0,1.072904908E1,1
9.394846162E1,-4.160051862E0,-9.338576424E0,-1.744667502E0,1.037106098E1,1
9.395838562E1,-3.871804011E0,-9.123229319E0,-1.860669390E0,1.008396103E1,1
9.396830863E1,-3.661720861E0,-8.971246735E0,-2.135087553E0,9.922200689E0,1
9.397823162E1,-3.600137109E0,-8.769067560E0,-2.134472426E0,9.716661238E0,1
9.398815562E1,-3.472970109E0,-8.387060775E0,-1.800313991E0,9.254482173E0,1
9.399807862E1,-3.185310488E0,-7.126532058E0,1.361010194E0,7.923762416E0,1
9.400800162E1,-3.264103180E0,-3.696423794E0,1.083382875E1,1.190335095E1,1
9.401792562E1,-2.815006028E0,-3.303027803E-1,1.752430645E1,1.775203300E1,1
9.402784862E1,-1.840881827E0,1.716654807E0,1.554795809E1,1.575038890E1,1
9.403777263E1,-1.035101304E0,3.082901768E0,5.113407630E0,6.059922080E0,1
9.404769562E1,-1.354955110E0,3.894064361E0,-3.474232815E0,5.391654129E0,1
9.405761862E1,-5.441554834E-1,5.788666313E0,-5.409360942E0,7.941407222E0,1
9.406754262E1,2.657011045E0,1.437485460E1,-1.653496400E0,1.471156697E1,1
9.407746562E1,8.098367951E0,2.899988116E1,1.378804324E1,3.311626197E1,1
9.408738962E1,1.220887986E1,3.200926530E1,6.191476321E0,3.481356332E1,1
9.409731262E1,1.323467328E1,2.725910658E1,-2.219446356E0,3.038324227E1,1
9.410723562E1,9.558325313E0,2.298623270E1,-4.298044397E0,2.526265350E1,1
9.411715962E1,2.975904446E0,2.494898161E1,-3.731690691E0,2.540144102E1,1
9.412708262E1,-1.674798537E0,2.757169405E1,-8.859635375E-1,2.763671823E1,1
9.413700662E1,-4.227042827E0,2.364784281E1,3.231883560E0,2.423908892E1,1
9.414692962E1,-3.538650128E0,1.512753276E1,4.966320920E0,1.631038429E1,1
9.415685262E1,-9.083924335E-1,9.163552303E0,2.247548075E0,9.478783675E0,1
9.416677662E1,7.308312052E-1,6.715194470E0,-1.931053202E-1,6.757606136E0,1
9.417669962E1,1.299336395E0,4.802931588E0,-1.089277950E0,5.093422559E0,1
9.418662262E1,1.140939416E0,3.032395273E0,-1.115950463E0,3.426734492E0,1
9.419654662E1,3.510694590E-1,7.834222323E-1,-5.175524063E-1,1.002427380E0,1
9.420646963E1,-5.649845812E-1,-1.204670266E0,-3.588823624E-1,1.378127199E0,1
9.421639362E1,-1.186914903E0,-2.768342031E0,-8.013937958E-1,3.116844014E0,1
9.422631662E1,-1.668678695E0,-5.091864148E0,-1.135488495E0,5.477308026E0,1
9.423623962E1,-1.982008178E0,-6.790089701E0,-7.382305643E-1,7.111867472E0,1
9.424616362E1,-2.177824121E0,-7.549046014E0,-6.398381509E-2,7.857169182E0,1
9.425608662E1,-2.445370198E0,-8.505859240E0,6.185371097E-1,8.871982021E0,1
9.426601062E1,-2.872522165E0,-9.448039809E0,1.016095368E0,9.927199486E0,1
9.427593363E1,-3.312623084E0,-1.009730645E1,8.845198600E-1,1.066355685E1,1
9.428585662E1,-3.668580230E0,-1.021797895E1,4.464161309E-1,1.086576560E1,1
9.429578062E1,-3.994097942E0,-1.024304479E1,-9.757131815E-2,1.099464893E1,1
9.430570362E1,-4.129751590E0,-1.022525054E1,-5.279580382E-1,1.104035038E1,1
9.431562762E1,-4.216921881E0,-1.015771520E1,-7.565608545E-1,1.102424567E1,1
9.432555062E1,-4.288598513E0,-1.024999830E1,-8.434789111E-1,1.114297981E1,1
9.433547362E1,-4.288166696E0,-1.039115710E1,-8.594599362E-1,1.127400510E1,1
9.434539763E1,-4.256083316E0,-1.050321548E1,-9.798413157E-1,1.137505471E1,1
9.435532062E1,-4.184278631E0,-1.042028559E1,-1.129450514E0,1.128566338E1,1
9.436524362E1,-4.096917136E0,-1.021606808E1,-1.352342867E0,1.108970731E1,1
9.437516762E1,-3.918664767E0,-9.957600095E0,-1.622262620E0,1.082319127E1,1
9.438509063E1,-3.631176176E0,-9.645042445E0,-1.806595509E0,1.046308136E1,1
9.439501462E1,-3.326768375E0,-9.321305503E0,-1.953479320E0,1.008812200E1,1
9.440493762E1,-3.030913297E0,-9.082035100E0,-2.183632745E0,9.820287620E0,1
9.441486062E1,-2.759502211E0,-8.908517221E0,-2.497863284E0,9.654835706E0,1
9.442478462E1,-2.477288394E0,-8.829893805E0,-2.783924861E0,9.584060728E0,1
9.443470762E1,-2.143826070E0,-8.837472382E0,-2.996721411E0,9.574823629E0,1
9.444463162E1,-1.788849502E0,-8.927153467E0,-3.066217323E0,9.607067203E0,1
9.445455463E1,-1.541638580E0,-8.903266422E0,-2.874011158E0,9.481811147E0,1
9.446447762E1,-1.397680423E0,-8.655000662E0,-2.588674051E0,9.141322681E0,1
9.447440162E1,-1.026057708E0,-7.357337447E0,-2.854987242E0,7.958276251E0,1
9.448432462E1,-3.765884623E-1,-5.056294951E0,-2.562279427E0,5.680951801E0,1
9.449424862E1,6.796870717E-1,-2.764415626E0,2.234151957E0,3.618757140E0,1
9.450417262E1,3.308293220E0,2.891506612E0,2.100255309E1,2.145723307E1,1
9.451409562E1,2.850878989E0,6.144586329E0,1.816276861E1,1.938477794E1,1
9.452401962E1,4.648715369E0,1.105156620E1,3.319407608E0,1.244050388E1,1
9.453394262E1,1.134590568E1,2.247696828E1,5.504474090E0,2.577291046E1,1
9.454386562E1,1.695054491E1,2.942092980E1,1.484866501E1,3.705934343E1,1
9.455378962E1,1.476061296E1,2.561498181E1,3.235076433E0,2.974001862E1,1
9.456371262E1,8.828513278E0,1.983471444E1,-3.953083524E0,2.206774598E1,1
9.457363662E1,3.074820916E0,2.003076456E1,-3.876025701E-1,2.026909688E1,1
9.458355962E1,-1.321188609E0,2.207125103E1,3.027711069E0,2.231709425E1,1
9.459348263E1,-2.942073333E0,2.191818964E1,1.964421215E0,2.220184189E1,1
9.460340662E1,-3.607800762E0,1.988721308E1,-3.346222647E-1,2.021458489E1,1
9.461332962E1,-4.384957411E0,1.672128494E1,-5.212535477E-1,1.729453459E1,1
9.462325362E1,-4.296600427E0,1.272850438E1,9.686664096E-1,1.346899824E1,1
9.463317662E1,-2.696434143E0,9.181488637E0,1.963577023E0,9.768629658E0,1
9.464309962E1,-3.126450661E-1,6.361439677E0,2.458902701E0,6.827288203E0,1
9.465302362E1,1.102479647E0,3.949548005E0,3.223562388E0,5.215912699E0,1
9.466294663E1,1.259917683E0,1.336905633E0,3.424676201E0,3.886272805E0,1
9.467287062E1,1.808906329E-1,-1.853854460E0,2.937358139E0,3.478156209E0,1
9.468279362E1,-9.036518034E-1,-4.570871387E0,1.611451119E0,4.930134534E0,1
9.469271662E1,-9.444761860E-1,-5.656787041E0,-3.625723940E-1,5.746541015E0,1
9.470264062E1,-8.275757271E-1,-6.292323834E0,-8.861596385E-1,6.408080814E0,1
9.471256362E1,-7.677777144E-1,-6.818428232E0,3.547156365E-1,6.870681870E0,1
9.472248762E1,-8.915173692E-1,-7.110100797E0,5.471344936E-1,7.186632920E0,1
9.473241063E1,-1.438614148E0,-7.647468102E0,-4.499373972E-1,7.794602151E0,1
9.474233362E1,-2.130718659E0,-7.970052558E0,-1.338575013E0,8.357839604E0,1
9.475225762E1,-2.644882458E0,-8.317307585E0,-1.718703672E0,8.895333102E0,1
9.476218062E1,-3.010069142E0,-8.976831411E0,-1.865716707E0,9.650125246E0,1
9.477210462E1,-3.317868621E0,-9.778923803E0,-1.957001683E0,1.051025492E1,1
9.478202762E1,-3.558121941E0,-1.044266172E1,-2.052839302E0,1.122156694E1,1
9.479195062E1,-3.660181874E0,-1.081508492E1,-2.113584856E0,1.161164218E1,1
9.480187463E1,-3.587868481E0,-1.102485845E1,-2.187715856E0,1.179857639E1,1
9.481179762E1,-3.381341316E0,-1.117432498E1,-2.262444441E0,1.189191586E1,1
9.482172062E1,-3.134234182E0,-1.124664568E1,-2.360753678E0,1.191149113E1,1
9.483164462E1,-2.905094080E0,-1.129088221E1,-2.468170538E0,1.191702389E1,1
9.484156763E1,-2.695531917E0,-1.134285928E1,-2.447018820E0,1.191277676E1,1
9.485149162E1,-2.471894337E0,-1.138870613E1,-2.427827674E0,1.190408485E1,1
9.486141462E1,-2.266625785E0,-1.141916544E1,-2.302492021E0,1.186745134E1,1
9.487133762E1,-2.119813310E0,-1.137800572E1,-2.077933213E0,1.175884472E1,1
9.488126162E1,-2.047376541E0,-1.126652856E1,-1.900340409E0,1.160765739E1,1
9.489118462E1,-2.127489827E0,-1.101079590E1,-1.760546932E0,1.135180007E1,1
9.490110862E1,-2.385539148E0,-1.055340096E1,-1.818042018E0,1.097134202E1,1
9.491103163E1,-2.671175925E0,-1.002915949E1,-1.967985678E0,1.056372039E1,1
9.492095462E1,-2.822774931E0,-9.591978378E0,-2.106112553E0,1.021811223E1,1
9.493087862E1,-2.871459433E0,-9.077073737E0,-2.322286016E0,9.799569340E0,1
9.494080162E1,-2.684628322E0,-8.065387316E0,-2.312382002E0,8.809359358E0,1
9.495072562E1,-2.284811357E0,-7.870780869E0,-1.809612380E0,8.393107374E0,1
9.496064862E1,-1.755522712E0,-7.399013477E0,-1.060491669E0,7.678014262E0,1
9.497057162E1,-1.684237551E0,-1.741936414E0,1.110631134E1,1.136754811E1,1
9.498049563E1,-2.809402934E0,7.486286094E0,2.768287535E1,2.881455903E1,1
9.499041862E1,-3.159407907E0,1.029124690E1,1.334331221E1,1.714455020E1,1
9.500034262E1,-1.615004910E0,1.078693408E1,-3.628834659E-1,1.091319715E1,1
9.501026562E1,2.324313538E-1,1.498648739E1,5.861022683E0,1.609348985E1,1
9.502018862E1,3.645186982E0,1.896307234E1,7.900160204E0,2.086379716E1,1
9.503011262E1,1.005457851E1,1.996186799E1,1.013351241E1,2.454096160E1,1
9.504003562E1,1.637415329E1,1.691810807E1,1.086358523E1,2.592976592E1,1
9.504995963E1,1.736249996E1,1.430847233E1,6.020487363E0,2.329023515E1,1
9.505988262E1,1.137304962E1,1.473878647E1,-1.210912753E0,1.865594795E1,1
9.506980562E1,4.587240959E0,1.639647328E1,-1.973606606E0,1.714007697E1,1
9.507972962E1,6.120192915E-1,1.720181848E1,-4.790600395E-1,1.721936773E1,1
9.508965262E1,-1.037767489E0,1.715658676E1,7.805550501E-1,1.720565886E1,1
9.509957662E1,-1.575359911E0,1.638298843E1,1.030336408E0,1.649077505E1,1
9.510949962E1,-1.457843594E0,1.477504272E1,5.666390508E-2,1.484689887E1,1
9.511942262E1,-7.864465584E-1,1.248330490E1,-7.585711272E-1,1.253103465E1,1
9.512934662E1,2.011050421E-1,1.016706373E1,-9.284592006E-1,1.021134980E1,1
9.513926962E1,1.186466422E0,8.283629962E0,-5.476774076E-1,8.386070502E0,1
9.514919263E1,1.783598995E0,6.486961271E0,3.426278338E-2,6.727783130E0,1
9.515911663E1,1.794470723E0,4.318069357E0,3.783005270E-1,4.691370741E0,1
9.516903962E1,1.443056570E0,1.841979350E0,8.650318211E-1,2.494710453E0,1
9.517896362E1,6.639992845E-1,-1.122201136E0,2.122703735E0,2.491204846E0,1
9.518888662E1,-2.465642202E-1,-3.659115050E0,2.704271750E0,4.556643783E0,1
9.519880962E1,-1.251885363E0,-5.719692557E0,2.322139835E0,6.298764428E0,1
9.520873362E1,-1.982543198E0,-7.318793771E0,1.076532482E0,7.658599218E0,1
9.521865663E1,-2.315202114E0,-8.223845690E0,-2.452580984E-1,8.547043366E0,1
9.522858063E1,-2.588426714E0,-8.359296441E0,-8.317021072E-1,8.790308199E0,1
9.523850362E1,-2.933663575E0,-8.235689811E0,-7.774902320E-1,8.777098592E0,1
9.524842662E1,-3.238027230E0,-8.296588562E0,-6.910999596E-1,8.932850679E0,1
9.525835062E1,-3.502518429E0,-8.651893451E0,-8.742506875E-1,9.374817859E0,1
9.526827362E1,-3.679311333E0,-9.348541834E0,-1.089194920E0,1.010539024E1,1
9.527819762E1,-3.782544217E0,-9.744386054E0,-1.306558145E0,1.053412524E1,1
9.528812063E1,-3.859495037E0,-9.945830820E0,-1.482264490E0,1.077090343E1,1
9.529804362E1,-4.047668962E0,-1.016099666E1,-1.584439906E0,1.105169340E1,1
9.530796762E1,-4.235565436E0,-1.060028160E1,-1.596752973E0,1.152630056E1,1
9.531789062E1,-4.359338712E0,-1.087003939E1,-1.605510347E0,1.182113589E1,1
9.532781462E1,-4.364880411E0,-1.084157280E1,-1.656569404E0,1.180407150E1,1
9.533773762E1,-4.302060265E0,-1.066493543E1,-1.676851641E0,1.162154903E1,1
9.534766062E1,-4.169150422E0,-1.021888410E1,-1.593438771E0,1.115107414E1,1
9.535758462E1,-4.049681574E0,-9.823060341E0,-1.531772865E0,1.073493192E1,1
9.536750762E1,-3.972119135E0,-9.531298313E0,-1.545048822E0,1.044081193E1,1
9.537743162E1,-3.886378488E0,-9.235768340E0,-1.575913496E0,1.014331592E1,1
9.538735462E1,-3.775835415E0,-8.987463403E0,-1.684281698E0,9.892837628E0,1
9.539727763E1,-3.597973932E0,-8.734547938E0,-1.882010704E0,9.632222401E0,1
9.540720162E1,-3.393181051E0,-8.460918710E0,-2.128104808E0,9.361071153E0,1
9.541712462E1,-3.204468305E0,-8.250989635E0,-2.348866873E0,9.157762973E0,1
9.542704862E1,-3.128670556E0,-8.154353287E0,-2.478379776E0,9.078789748E0,1
9.543697162E1,-3.044201094E0,-7.918732715E0,-2.563958455E0,8.862695475E0,1
9.544689462E1,-2.734601843E0,-7.423724395E0,-2.452759032E0,8.282859289E0,1
9.545681862E1,-2.203141980E0,-6.793993887E0,-2.150062126E0,7.458884278E0,1
9.546674163E1,-1.623301671E0,-4.585001768E0,-3.365145698E-1,4.875509366E0,1
9.547666562E1,-1.102632844E0,1.140126361E0,1.080768585E1,1.092345004E1,1
9.548658862E1,7.857780755E-1,8.403389710E0,2.227851144E1,2.382365375E1,1
9.549651154E1,3.230996830E0,1.396169268E1,1.196025158E1,1.866589995E1,1
9.550643554E1,9.696638861E0,2.171618939E1,7.915767592E0,2.506545558E1,1
9.551635854E1,1.798453027E1,2.954993575E1,1.195504405E1,3.660006981E1,1
9.552628254E1,2.231243465E1,2.899142608E1,6.030425291E0,3.707712982E1,1
9.553620554E1,1.799686205E1,2.230625297E1,-6.500568911E-1,2.866842408E1,1
9.554612854E1,8.655747936E0,1.560964154E1,-1.045985312E0,1.787951248E1,1
9.555605254E1,2.454881863E0,1.452007488E1,-5.725630112E-1,1.473726053E1,1
9.556597554E1,-1.082204427E0,1.578714078E1,-1.541797332E0,1.589912323E1,1
9.557589954E1,-2.828404046E0,1.779733634E1,-1.665244333E0,1.809746084E1,1
9.558582254E1,-4.530278261E0,1.779580320E1,-1.229943101E0,1.840453185E1,1
9.559574554E1,-5.477824820E0,1.558219821E1,-1.550482786E-1,1.651773307E1,1
9.560566954E1,-4.959483771E0,1.190287285E1,1.401620861E0,1.297071326E1,1
9.561559254E1,-3.221441018E0,7.588896543E0,2.795393590E0,8.705358022E0,1
9.562551654E1,-1.542810946E0,4.013746925E0,2.841493915E0,5.154077770E0,1
9.563543954E1,-4.785139096E-1,1.156672812E0,1.488544838E0,1.944899301E0,1
9.564536254E1,9.295523375E-2,-1.378089327E0,1.261385626E0,1.870525211E0,1
9.565528654E1,2.945298073E-1,-4.428199909E0,1.836230221E0,4.802857865E0,1
9.566520954E1,3.315812740E-1,-6.611212265E0,1.229593438E0,6.732753803E0,1
9.567513354E1,1.015143880E-1,-7.608805143E0,-2.020764108E-1,7.612164984E0,1
9.568505654E1,-4.950387257E-1,-7.887791004E0,-9.845663045E-1,7.964400861E0,1
9.569497954E1,-1.499820170E0,-7.913667857E0,-1.499284565E0,8.192890436E0,1
9.570490354E1,-2.319505080E0,-8.295723758E0,-1.848915317E0,8.810086512E0,1
9.571482654E1,-2.782471828E0,-8.780825726E0,-1.863440385E0,9.397736960E0,1
9.572475054E1,-3.157997851E0,-9.533070019E0,-1.766287143E0,1.019667322E1,1
9.573467354E1,-3.456200587E0,-1.020281712E1,-1.548756688E0,1.088308076E1,1
9.574459654E1,-3.691341979E0,-1.077422457E1,-1.423384198E0,1.147762795E1,1
9.575452054E1,-3.747965246E0,-1.118249588E1,-1.431504226E0,1.188043189E1,1
9.576444354E1,-3.623890838E0,-1.128825681E1,-1.384327721E0,1.193623432E1,1
9.577436754E1,-3.481487163E0,-1.123722348E1,-1.342124711E0,1.184049168E1,1
9.578429054E1,-3.376516194E0,-1.112051773E1,-1.417239359E0,1.170791799E1,1
9.579421354E1,-3.238232175E0,-1.098799878E1,-1.650318146E0,1.157349622E1,1
9.580413754E1,-3.131970432E0,-1.078202476E1,-2.014192569E0,1.140693948E1,1
9.581406054E1,-3.120264014E0,-1.055215200E1,-2.450529488E0,1.127337811E1,1
9.582398454E1,-3.135665580E0,-1.029746834E1,-2.876259997E0,1.114195334E1,1
9.583390754E1,-3.109998643E0,-1.007504493E1,-3.052022622E0,1.097695149E1,1
9.584383054E1,-3.088678232E0,-9.849887366E0,-2.872251731E0,1.071494491E1,1
9.585375454E1,-3.093771157E0,-9.734074489E0,-2.397481794E0,1.049149871E1,1
9.586367754E1,-3.170512647E0,-9.812503778E0,-1.865899140E0,1.047945420E1,1
9.587360154E1,-3.422332344E0,-9.924953921E0,-2.143606654E0,1.071504169E1,1
9.588352454E1,-3.632620439E0,-9.679136975E0,-2.864317060E0,1.072781134E1,1
9.589344754E1,-3.568121849E0,-8.746337678E0,-3.350504270E0,1.002276385E1,1
9.590337154E1,-3.402505898E0,-7.721848778E0,-3.021893674E0,8.963026069E0,1
9.591329454E1,-3.167397835E0,-8.095151982E0,-2.051287158E0,8.931498960E0,1
9.592321854E1,-2.543044719E0,-6.586880246E0,1.427741543E0,7.203645864E0,1
9.593314154E1,-2.999230159E0,3.244514131E0,2.481296368E1,2.520328193E1,1
9.594306454E1,-3.562426077E0,1.159567885E1,2.719694600E1,2.977959905E1,1
9.595298854E1,-2.554012341E0,1.591836634E1,4.264757076E0,1.667649600E1,1
9.596291154E1,4.080514526E-1,1.754887295E1,-9.141648048E-1,1.757740439E1,1
9.597283554E1,9.080393786E0,2.515181216E1,1.304317112E1,2.975216831E1,1
9.598275854E1,1.973335178E1,2.535796160E1,7.707227815E0,3.304289257E1,1
9.599268154E1,2.560379725E1,1.866800780E1,5.331010006E0,3.213204968E1,1
9.600260554E1,1.802798327E1,1.338499233E1,2.890438911E0,2.263892307E1,1
9.601252854E1,7.556162660E0,1.599876204E1,-8.282408479E-1,1.771276274E1,1
9.602245254E1,2.395731284E0,1.956921342E1,-3.092830633E0,1.995643364E1,1
