Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),walk-jump
1.574098715E2,-4.696348541E0,-9.214211994E0,-2.031296990E0,1.053961858E1,1
1.574197945E2,-4.623064218E0,-8.451889440E0,-2.087363602E0,9.857192535E0,1
1.574297185E2,-4.467521850E0,-7.893214881E0,-2.115030288E0,9.313159816E0,1
1.574396425E2,-4.266177657E0,-7.593802941E0,-2.180064482E0,8.978797027E0,1
1.574495665E2,-4.009502431E0,-7.497673547E0,-2.343800992E0,8.819559028E0,1
1.574594905E2,-3.736523122E0,-7.542947953E0,-2.582254393E0,8.804868347E0,1
1.574694135E2,-3.496324765E0,-7.714346800E0,-2.915562057E0,8.957451397E0,1
1.574793375E2,-3.275340360E0,-8.017457689E0,-3.242644191E0,9.247822642E0,1
1.574892615E2,-3.049275308E0,-8.296006179E0,-3.574406437E0,9.534053692E0,1
1.574991855E2,-2.722046701E0,-8.513771693E0,-3.944496596E0,9.770000004E0,1
1.575091095E2,-2.287862288E0,-8.742190248E0,-4.239723684E0,9.981756414E0,1
1.575190335E2,-1.844955290E0,-8.922083346E0,-4.477341079E0,1.015155231E1,1
1.575289565E2,-1.448864025E0,-8.964247034E0,-4.628611472E0,1.019220172E1,1
1.575388805E2,-1.093985397E0,-8.582558337E0,-4.643444981E0,9.819302060E0,1
1.575488045E2,-5.323331442E-1,-7.339173657E0,-4.442783158E0,8.595648360E0,1
1.575587290E2,-1.199965596E-1,-5.541990411E0,-3.842722884E0,6.744966720E0,1
1.575686530E2,2.640725380E-1,-3.749260404E0,-3.087420204E0,4.864036533E0,1
1.575785760E2,1.778234467E0,-3.541687757E-1,3.861956130E0,4.266410493E0,1
1.575885000E2,6.078330359E0,1.057417495E1,3.092888929E1,3.324688660E1,1
1.575984240E2,8.481316137E0,1.943861703E1,3.431138193E1,4.033687501E1,1
1.576083480E2,7.693509078E0,1.784401116E1,1.631262772E1,2.537125616E1,1
1.576182720E2,5.297178601E0,1.289429867E1,-3.402747973E0,1.434927639E1,1
1.576281960E2,7.536241196E0,1.068597138E1,-5.537419642E0,1.420027929E1,1
1.576381190E2,1.061801036E1,1.533920430E1,1.268994784E1,2.256253773E1,1
1.576480430E2,8.623787055E0,1.649225886E1,1.155220597E1,2.190474305E1,1
1.576579670E2,6.772473210E0,1.326614416E1,-1.556636103E0,1.497598378E1,1
1.576678910E2,4.777331601E0,1.448980384E1,-2.409636693E0,1.544615362E1,1
1.576778150E2,1.894756611E0,1.809510463E1,8.664135182E0,2.015167866E1,1
1.576877390E2,3.179477305E0,1.779808362E1,9.163503771E0,2.026945134E1,1
1.576976620E2,6.454094657E0,1.304557783E1,1.003411442E0,1.458935479E1,1
1.577075860E2,7.264377244E0,9.091730368E0,-8.527725488E-2,1.163778373E1,1
1.577175100E2,7.020648923E0,6.665318305E0,1.332454732E0,9.771970887E0,1
1.577274340E2,6.409464029E0,5.499516236E0,1.870261455E0,8.650074328E0,1
1.577373580E2,5.556444728E0,4.691018804E0,1.178079176E0,7.366655006E0,1
1.577472810E2,4.349045566E0,2.614071432E0,4.258655798E-1,5.092045589E0,1
1.577572050E2,2.874897889E0,9.837589502E-2,6.711317182E-2,2.877363353E0,1
1.577671290E2,1.233331855E0,-2.616327288E0,3.501242566E-1,2.913565331E0,1
1.577770530E2,-3.949516430E-1,-5.046261129E0,6.498427369E-1,5.103237577E0,1
1.577869770E2,-1.768926284E0,-6.757754599E0,1.198933270E0,7.087579869E0,1
1.577969010E2,-2.899349483E0,-8.406561824E0,1.703471675E0,9.054188250E0,1
1.578068240E2,-3.585310324E0,-9.444922659E0,2.048389717E0,1.030809947E1,1
1.578167480E2,-4.129289953E0,-9.756665207E0,2.024311906E0,1.078616661E1,1
1.578266720E2,-4.412464467E0,-9.042053593E0,1.245778385E0,1.013807376E1,1
1.578365960E2,-4.550166981E0,-8.305296235E0,-1.021204519E-1,9.470606828E0,1
1.578465200E2,-4.758892407E0,-8.086447232E0,-1.486859817E0,9.499917784E0,1
1.578564430E2,-4.894183528E0,-7.728722765E0,-2.708623248E0,9.540588445E0,1
1.578663670E2,-5.064820776E0,-7.920512608E0,-3.675325871E0,1.009430283E1,1
1.578762910E2,-5.053546175E0,-8.126066211E0,-4.082842888E0,1.040388807E1,1
1.578862150E2,-4.947927918E0,-8.354338002E0,-4.042217018E0,1.051743660E1,1
1.578961390E2,-4.769275600E0,-8.494180012E0,-3.629626372E0,1.039573333E1,1
1.579060630E2,-4.560006090E0,-8.592438378E0,-2.948811080E0,1.016460228E1,1
1.579159860E2,-4.306448600E0,-8.883972949E0,-2.112769754E0,1.009625034E1,1
1.579259100E2,-3.983383211E0,-9.368266246E0,-1.332988583E0,1.026686967E1,1
1.579358340E2,-3.637449069E0,-9.645599100E0,-9.809758218E-1,1.035523690E1,1
1.579457580E2,-3.416765795E0,-9.657658982E0,-1.329593982E0,1.033017355E1,1
1.579556820E2,-3.371912389E0,-9.417668787E0,-2.185586738E0,1.023909507E1,1
1.579656060E2,-3.283649545E0,-8.945283929E0,-2.809357910E0,9.934432584E0,1
1.579755290E2,-3.196682153E0,-8.430853497E0,-2.876894420E0,9.464385293E0,1
1.579854530E2,-3.181401039E0,-8.040694524E0,-2.922388097E0,9.127674030E0,1
1.579953770E2,-3.146237931E0,-7.696009932E0,-3.147587761E0,8.890145708E0,1
1.580053010E2,-3.126134619E0,-7.511447248E0,-3.349433645E0,8.798480730E0,1
1.580152250E2,-3.158534918E0,-7.554877442E0,-3.305823649E0,8.830684344E0,1
1.580251480E2,-3.189936805E0,-7.564730000E0,-3.118256958E0,8.782047782E0,1
1.580350720E2,-2.889058675E0,-6.524103370E0,-3.594204524E0,7.989298528E0,1
1.580449960E2,-2.339017531E0,-4.503160045E0,-3.947287472E0,6.428882623E0,1
1.580549200E2,-1.904103093E0,-3.073069675E0,-3.590818694E0,5.095423899E0,1
1.580648440E2,-1.262461514E0,-1.515263836E0,-2.576596627E0,3.244793329E0,1
1.580747680E2,3.830046997E0,7.002574010E0,1.543389411E1,1.737556878E1,1
1.580846910E2,8.997839288E0,1.353898694E1,3.422550504E1,3.788997855E1,1
1.580946150E2,6.707487840E0,9.137559090E0,1.105200591E1,1.583136803E1,1
1.581045390E2,6.655890255E0,1.060676499E1,-4.286662207E0,1.323555105E1,1
1.581144630E2,1.469688766E1,1.942860309E1,4.905305809E0,2.485017405E1,1
1.581243870E2,2.665401332E1,2.780558268E1,2.178430477E1,4.425090721E1,1
1.581343110E2,2.114158585E1,2.342673853E1,4.692394069E0,3.190293548E1,1
1.581442340E2,1.104118622E1,1.947395293E1,-3.411465586E0,2.264466235E1,1
1.581541580E2,4.336023817E0,1.978790397E1,2.753317903E0,2.044365440E1,1
1.581640820E2,1.703888874E0,1.941294308E1,5.323661810E0,2.020165764E1,1
1.581740060E2,2.527554568E0,1.721757672E1,1.360056514E0,1.745517786E1,1
1.581839300E2,2.934949963E0,1.335526742E1,-3.596698362E-1,1.367868640E1,1
1.581938530E2,2.262931514E0,9.705337763E0,7.472402465E-1,9.993638383E0,1
1.582037770E2,2.320628622E0,7.670121385E0,1.101468664E0,8.088838760E0,1
1.582137010E2,2.767680126E0,5.717841328E0,7.821156719E-1,6.400427147E0,1
1.582236250E2,3.010989786E0,3.092184808E0,8.613333111E-1,4.401086394E0,1
1.582335490E2,2.950538055E0,2.430781102E-1,1.147372523E0,3.175094564E0,1
1.582434730E2,2.421787500E0,-2.466078404E0,1.320049864E0,3.699882300E0,1
1.582533960E2,1.756735132E0,-4.313434854E0,1.251699421E0,4.822716040E0,1
1.582633200E2,9.876879868E-1,-5.978485059E0,1.018900278E0,6.144588590E0,1
1.582732440E2,-1.817606986E-3,-7.494135981E0,1.004480752E0,7.561154607E0,1
1.582831680E2,-1.037419725E0,-8.719383768E0,8.948179762E-1,8.826357810E0,1
1.582930920E2,-2.037471942E0,-9.448498816E0,4.271068706E-1,9.675114576E0,1
1.583030160E2,-2.948527198E0,-9.720213665E0,-9.638199449E-2,1.015803405E1,1
1.583129390E2,-3.661165668E0,-9.889190011E0,-4.459028915E-1,1.055457448E1,1
1.583228630E2,-4.152824996E0,-1.011220282E1,-8.400321237E-1,1.096395254E1,1
1.583327870E2,-4.568774867E0,-1.030893356E1,-1.305060527E0,1.135125534E1,1
1.583427110E2,-4.924447839E0,-1.033623654E1,-1.508735420E0,1.154834425E1,1
1.583526350E2,-5.417852853E0,-1.041811978E1,-1.627960147E0,1.185498223E1,1
1.583625590E2,-5.883826239E0,-1.011085445E1,-2.035194744E0,1.187395497E1,1
1.583724820E2,-5.974388500E0,-9.439184786E0,-2.182179712E0,1.138215426E1,1
1.583824060E2,-5.764472873E0,-8.617619997E0,-2.027464140E0,1.056423839E1,1
1.583923300E2,-5.480482965E0,-8.051491992E0,-1.951717554E0,9.933348793E0,1
1.584022540E2,-5.250516651E0,-7.744523111E0,-1.880152897E0,9.543612431E0,1
1.584121780E2,-5.064543618E0,-7.712449964E0,-1.736692046E0,9.388694572E0,1
1.584221010E2,-4.941387808E0,-7.960514579E0,-1.652430160E0,9.514075429E0,1
1.584320250E2,-4.719571635E0,-8.393832436E0,-1.528358676E0,9.750213312E0,1
1.584419490E2,-4.379281518E0,-9.046643658E0,-1.419224343E0,1.015056973E1,1
1.584518730E2,-4.079379582E0,-9.612049531E0,-1.238114439E0,1.051502550E1,1
1.584617970E2,-3.806365774E0,-9.778451933E0,-1.133846597E0,1.055424799E1,1
1.584717210E2,-3.505712178E0,-9.536101801E0,-1.251172733E0,1.023683001E1,1
1.584816440E2,-3.173847899E0,-8.935766416E0,-1.558990484E0,9.609978317E0,1
1.584915680E2,-2.830775676E0,-8.484000009E0,-2.018656479E0,9.168779694E0,1
1.585014920E2,-2.636252553E0,-8.291337762E0,-2.353638201E0,9.013086163E0,1
1.585114160E2,-2.399604333E0,-7.981023688E0,-2.442221764E0,8.684427858E0,1
1.585213400E2,-1.572435572E0,-6.652267320E0,-1.565490542E0,7.012558361E0,1
1.585312640E2,-4.663008302E-1,-4.443295666E0,1.495985566E0,4.711505667E0,1
1.585411870E2,1.776512754E-1,-2.784033619E0,6.918501574E0,7.459763213E0,1
1.585511110E2,5.428093082E-1,3.392817646E-1,1.187278308E1,1.189002658E1,1
1.585610357E2,1.353590370E0,5.302163937E0,1.321561720E1,1.430376480E1,1
1.585709597E2,2.066098156E0,8.555174657E0,6.724134278E0,1.107581856E1,1
1.585808837E2,3.338134778E0,1.013724527E1,4.402548467E0,1.154509933E1,1
1.585908077E2,6.630604556E0,1.423509094E1,3.056716767E0,1.599832017E1,1
1.586007307E2,1.346358592E1,2.142077870E1,6.471832770E0,2.611517807E1,1
1.586106547E2,1.880378951E1,2.412711335E1,9.565482305E0,3.204993838E1,1
1.586205787E2,1.665660538E1,1.922166779E1,6.571963415E0,2.626986331E1,1
1.586305027E2,1.070844106E1,1.670133658E1,3.600886137E0,2.016362404E1,1
1.586404267E2,2.015351925E0,1.866985903E1,4.094779686E0,1.921958637E1,1
1.586503508E2,-2.638871520E0,2.013009004E1,4.610129300E0,2.081916089E1,1
1.586602737E2,-2.821820958E0,1.944355091E1,3.393742383E0,1.993820034E1,1
1.586701977E2,-1.952689069E0,1.695516772E1,2.412835413E0,1.723695106E1,1
1.586801217E2,6.205152959E-2,1.310742032E1,1.742749177E0,1.322291544E1,1
1.586900458E2,2.553502757E0,9.679281986E0,1.011936682E0,1.006145576E1,1
1.586999697E2,3.730603985E0,7.748056583E0,4.684707320E-1,8.612157206E0,1
1.587098937E2,3.567996719E0,6.018978197E0,7.666284442E-1,7.038921671E0,1
1.587198167E2,2.799334028E0,4.037003056E0,1.334417935E0,5.090612527E0,1
1.587297408E2,1.448118213E0,1.459503618E0,1.351963090E0,2.460691238E0,1
1.587396647E2,1.054174045E-1,-1.591055446E0,1.050409023E0,1.909431689E0,1
1.587495887E2,-7.372321522E-1,-3.743506744E0,4.251007640E-1,3.839018709E0,1
1.587595127E2,-1.479531209E0,-5.211175414E0,1.333325967E-2,5.417152349E0,1
1.587694367E2,-1.836978519E0,-5.918632375E0,3.031323771E-1,6.204561911E0,1
1.587793597E2,-1.965718712E0,-6.387017738E0,8.354594549E-1,6.734689164E0,1
1.587892837E2,-2.210986020E0,-7.298087611E0,1.080570057E0,7.701829238E0,1
1.587992077E2,-2.593571679E0,-7.931799488E0,1.038786439E0,8.409466953E0,1
1.588091317E2,-2.881295912E0,-8.501284963E0,5.243150036E-1,8.991585977E0,1
1.588190557E2,-3.257895484E0,-9.133602279E0,-2.620979333E-1,9.700787025E0,1
1.588289787E2,-3.655551464E0,-9.676978183E0,-9.477377629E-1,1.038774134E1,1
1.588389027E2,-4.063146542E0,-1.026055837E1,-1.551361622E0,1.114427839E1,1
1.588488267E2,-4.427797036E0,-1.061574749E1,-1.975680614E0,1.167059532E1,1
1.588587507E2,-4.748832857E0,-1.072277726E1,-2.221887569E0,1.193591848E1,1
1.588686747E2,-4.927080256E0,-1.079918517E1,-2.409333515E0,1.211211823E1,1
1.588785988E2,-4.998170119E0,-1.060002666E1,-2.475326360E0,1.197787587E1,1
1.588885217E2,-4.988143898E0,-1.013666406E1,-2.376375099E0,1.154472591E1,1
1.588984457E2,-4.949409603E0,-9.527912775E0,-2.152438434E0,1.095037755E1,1
1.589083697E2,-4.763334536E0,-9.139661164E0,-1.857892986E0,1.047256074E1,1
1.589182938E2,-4.527011714E0,-9.098765738E0,-1.617621685E0,1.029067893E1,1
1.589282177E2,-4.263282408E0,-9.119466051E0,-1.493465270E0,1.017696794E1,1
1.589381417E2,-3.996288309E0,-9.209407922E0,-1.523062853E0,1.015397631E1,1
1.589480648E2,-3.784920233E0,-9.351546718E0,-1.639083306E0,1.022074563E1,1
1.589579888E2,-3.555552675E0,-9.401144555E0,-1.773290938E0,1.020627427E1,1
1.589679127E2,-3.370032509E0,-9.319202845E0,-2.081308225E0,1.012603104E1,1
1.589778367E2,-3.190318336E0,-9.098870988E0,-2.514464114E0,9.964442489E0,1
1.589877607E2,-2.932105000E0,-8.760033027E0,-2.907724450E0,9.684538184E0,1
1.589976847E2,-2.482426342E0,-8.305890312E0,-3.059576348E0,9.193000699E0,1
1.590076077E2,-1.103068462E0,-8.045028480E0,-1.318100402E0,8.226580818E0,1
1.590175317E2,1.168175747E0,-7.713338740E0,3.561556596E0,8.575833166E0,1
1.590274557E2,1.673107669E0,-5.486038989E0,7.803622674E0,9.684649704E0,1
1.590373797E2,-8.222290331E-1,-2.610932647E0,5.734683648E0,6.354496551E0,1
1.590473037E2,-2.417210592E0,6.894691712E-1,3.739199100E0,4.505539334E0,1
1.590572277E2,-1.013525956E0,6.412598137E0,6.337461416E0,9.072599788E0,1
1.590671507E2,1.390102724E0,1.118662168E1,1.894362684E1,2.204390818E1,1
1.590770747E2,3.470223964E0,1.576447932E1,2.031859024E1,2.595007460E1,1
1.590869987E2,6.130085235E0,1.571498848E1,-2.562931100E-1,1.687022508E1,1
1.590969227E2,1.051179218E1,1.815655770E1,-3.047402737E0,2.120011853E1,1
1.591068468E2,1.577276014E1,2.476791439E1,1.210939066E1,3.176266500E1,1
1.591167707E2,1.186872160E1,2.172955612E1,7.861100804E0,2.597762629E1,1
1.591266937E2,5.994041576E0,1.538374255E1,-2.225525122E0,1.665956276E1,1
1.591366178E2,2.787829632E0,1.509670390E1,-7.162663758E-1,1.536865317E1,1
1.591465418E2,-1.146602152E0,1.724559892E1,3.933262925E0,1.772557293E1,1
1.591564657E2,-3.032480350E0,1.862145110E1,4.287713829E0,1.934783885E1,1
1.591663897E2,-9.321046472E-2,1.660748994E1,1.689065597E0,1.669342244E1,1
1.591763137E2,3.778769255E0,1.296770929E1,1.538601243E-1,1.350793301E1,1
1.591862367E2,6.373350456E0,9.493137045E0,5.800750753E-1,1.144883112E1,1
1.591961607E2,7.449445127E0,6.268205824E0,1.632121318E0,9.871598500E0,1
1.592060847E2,6.990187268E0,4.005979484E0,1.848973643E0,8.266153471E0,1
1.592160087E2,5.731364769E0,1.794129830E0,1.646078768E0,6.227119661E0,1
1.592259327E2,4.068787058E0,-3.200754154E-1,1.302229743E0,4.284072677E0,1
1.592358567E2,2.409602487E0,-2.515655776E0,3.990952724E-1,3.506277965E0,1
1.592457797E2,1.026771361E0,-4.319050519E0,5.027552962E-2,4.439705446E0,1
1.592557037E2,-4.361297822E-1,-5.673285545E0,5.345577174E-1,5.715079179E0,1
1.592656277E2,-1.798553249E0,-6.848030931E0,8.480205166E-1,7.130880746E0,1
1.592755517E2,-2.732277282E0,-7.721471633E0,9.849973905E-1,8.249647458E0,1
1.592854757E2,-3.349464928E0,-8.399312446E0,7.338044413E-1,9.072256270E0,1
1.592953998E2,-3.703987752E0,-8.570292633E0,3.118681904E-1,9.341664887E0,1
1.593053227E2,-3.882624576E0,-8.668812370E0,-1.488888947E-1,9.499749965E0,1
1.593152467E2,-3.969442572E0,-8.975153845E0,-4.563273807E-1,9.824362348E0,1
1.593251708E2,-4.106452775E0,-9.372690250E0,-8.017210937E-1,1.026416259E1,1
1.593350948E2,-4.326282063E0,-9.831232409E0,-1.177089534E0,1.080534067E1,1
1.593450187E2,-4.647097444E0,-1.037868382E1,-1.586043797E0,1.148164306E1,1
1.593549427E2,-4.883333142E0,-1.071995189E1,-1.913635808E0,1.193424958E1,1
1.593648658E2,-4.878575848E0,-1.074959142E1,-1.977947579E0,1.196939826E1,1
1.593747897E2,-4.836882861E0,-1.048831210E1,-1.788589008E0,1.168756506E1,1
1.593847137E2,-4.867765515E0,-1.001877133E1,-1.542733471E0,1.124504098E1,1
1.593946377E2,-4.875158150E0,-9.373476115E0,-1.320921099E0,1.064772530E1,1
1.594045617E2,-4.858630703E0,-8.895053422E0,-1.322060137E0,1.022135562E1,1
1.594144857E2,-4.875585874E0,-8.630287989E0,-1.448259423E0,1.001751784E1,1
1.594244087E2,-4.849472794E0,-8.537609037E0,-1.616790211E0,9.950988143E0,1
1.594343327E2,-4.819141240E0,-8.584711867E0,-1.787865708E0,1.000589146E1,1
1.594442567E2,-4.800156207E0,-8.494544293E0,-2.019568060E0,9.963806377E0,1
1.594541807E2,-4.712216423E0,-8.225746620E0,-2.173649209E0,9.725874869E0,1
1.594641047E2,-4.428029463E0,-7.871510602E0,-2.292900249E0,9.318021015E0,1
1.594740287E2,-3.952112594E0,-7.487798184E0,-2.475863135E0,8.821349889E0,1
1.594839517E2,-3.123660370E0,-7.040729431E0,-2.850517631E0,8.213073468E0,1
1.594938757E2,-2.355981765E0,-6.264444895E0,-3.439524035E0,7.524908339E0,1
1.595037997E2,-1.999892179E0,-4.958269304E0,-4.088108890E0,6.730277670E0,1
1.595137238E2,-2.072273108E0,-4.487416416E0,-3.418858806E0,6.009976494E0,1
1.595236478E2,-2.061744319E0,-4.196794596E0,-2.318691294E0,5.219214867E0,1
1.595335717E2,-1.262910580E0,-1.626813508E0,-1.090435845E0,2.330346682E0,1
1.595434947E2,3.857788527E0,9.605208288E0,2.573933337E1,2.774267185E1,1
1.595534188E2,5.969970928E0,1.564327121E1,3.221310157E1,3.630477104E1,1
1.595633428E2,6.107654146E0,1.617401011E1,2.860478947E0,1.752382327E1,1
1.595732668E2,1.307497178E1,1.957605350E1,3.985058731E-1,2.354433190E1,1
1.595831908E2,2.094580703E1,2.159073153E1,1.200622823E1,3.238882580E1,1
1.595931148E2,1.887325794E1,2.095752017E1,7.256370651E0,2.912168319E1,1
1.596030378E2,1.288661075E1,1.940255374E1,3.085666332E0,2.349564141E1,1
1.596129618E2,6.413378740E0,1.791064135E1,3.685666087E0,1.937799357E1,1
1.596228858E2,1.386784136E0,1.739566069E1,2.745518594E0,1.766550462E1,1
1.596328098E2,-3.830867654E-1,1.649074209E1,1.685925350E0,1.658112404E1,1
1.596427338E2,-1.512365079E0,1.503158697E1,1.677915542E0,1.520037024E1,1
1.596526578E2,-2.645009343E0,1.252686198E1,2.616988024E0,1.306778373E1,1
1.596625808E2,-1.911654772E0,8.844760936E0,3.174561844E0,9.589685233E0,1
1.596725048E2,3.021782577E-2,5.444733088E0,3.111078916E0,6.270952363E0,1
1.596824288E2,1.132982817E0,2.788577490E0,3.074518323E0,4.302612857E0,1
1.596923528E2,9.031521589E-1,6.708861351E-1,2.739056836E0,2.961115395E0,1
1.597022768E2,7.438184559E-2,-1.522320841E0,1.588551083E0,2.201474039E0,1
1.597122008E2,-7.383755752E-1,-3.451527200E0,3.759730428E-1,3.549590713E0,1
1.597221238E2,-1.533075040E0,-4.823665815E0,-7.330727354E-3,5.061435045E0,1
1.597320478E2,-2.119885815E0,-5.657167110E0,2.347408578E-2,6.041358011E0,1
1.597419718E2,-2.612804341E0,-6.788244905E0,1.803877723E-1,7.275957336E0,1
1.597518958E2,-2.918659035E0,-7.539970551E0,4.944931805E-2,8.085305913E0,1
1.597618198E2,-3.205120270E0,-8.233136331E0,-8.077467956E-2,8.835375167E0,1
1.597717438E2,-3.463101763E0,-8.776207595E0,-4.589608204E-1,9.445927091E0,1
1.597816668E2,-3.631440763E0,-9.050045568E0,-8.798270309E-1,9.791056245E0,1
1.597915908E2,-3.800685204E0,-9.257343981E0,-1.168360884E0,1.007515224E1,1
1.598015148E2,-3.985442016E0,-9.651227630E0,-1.388076371E0,1.053359857E1,1
1.598114388E2,-4.201683745E0,-1.016488155E1,-1.675224946E0,1.112588612E1,1
1.598213628E2,-4.201956810E0,-1.035760695E1,-1.933677140E0,1.134352547E1,1
1.598312868E2,-4.084048876E0,-1.042201403E1,-2.062304775E0,1.138204431E1,1
1.598412098E2,-3.868735100E0,-1.026592027E1,-2.156369517E0,1.118061536E1,1
1.598511338E2,-3.536045486E0,-9.792408067E0,-2.370498648E0,1.067774027E1,1
1.598610578E2,-3.213446120E0,-9.160442169E0,-2.633702874E0,1.005864442E1,1
1.598709818E2,-2.968186414E0,-8.719712382E0,-2.869287193E0,9.647607144E0,1
1.598809058E2,-2.694104904E0,-8.492784866E0,-3.014454846E0,9.405983948E0,1
1.598908298E2,-2.383914792E0,-8.523558762E0,-3.073899980E0,9.369256363E0,1
1.599007538E2,-2.129853564E0,-8.823604540E0,-2.945161833E0,9.542863905E0,1
1.599106768E2,-2.030162922E0,-9.245737842E0,-2.545216960E0,9.802211950E0,1
1.599206008E2,-2.178759676E0,-9.610274316E0,-2.098572861E0,1.007513644E1,1
1.599305248E2,-2.521743020E0,-9.831511906E0,-1.901522862E0,1.032635480E1,1
1.599404488E2,-3.061882782E0,-1.007775804E1,-1.903110820E0,1.070318476E1,1
1.599503728E2,-3.626442855E0,-9.796973573E0,-1.398043242E0,1.053974876E1,1
1.599602968E2,-3.512656331E0,-8.655937386E0,-9.303077978E-1,9.387730243E0,1
1.599702198E2,-2.740324220E0,-7.160265230E0,-2.842284751E-1,7.671998489E0,1
1.599801438E2,-1.780121071E0,-4.067798002E0,4.404003546E0,6.253883501E0,1
1.599900678E2,-2.978011198E0,4.439849317E-2,1.180848943E1,1.217829810E1,1
1.599999918E2,-3.188736079E0,2.982152488E0,1.141640439E1,1.222274766E1,1
1.600099158E2,8.159350902E-2,6.219818360E0,6.970911337E0,9.342719240E0,1
1.600198398E2,2.300985486E0,7.821489426E0,1.206387593E0,8.241698980E0,1
1.600297628E2,5.855551443E0,1.212109561E1,2.884211041E0,1.376688472E1,1
1.600396868E2,1.319901579E1,2.241656420E1,1.135074015E1,2.838231263E1,1
1.600496108E2,1.725404815E1,2.590092937E1,7.996093132E0,3.213250418E1,1
1.600595348E2,1.374847747E1,2.393713263E1,7.867149748E0,2.870364083E1,1
1.600694588E2,5.917371715E0,2.045788495E1,5.909185613E0,2.210110448E1,1
1.600793828E2,1.916054509E0,1.863498975E1,4.185146650E0,1.919503999E1,1
1.600893058E2,-3.463428622E-1,1.794433534E1,4.084978291E0,1.840668824E1,1
1.600992298E2,-3.596233508E-1,1.616354126E1,3.536640440E0,1.654984050E1,1
1.601091538E2,2.072921272E0,1.253711097E1,1.775256772E0,1.283073228E1,1
1.601190778E2,4.778453097E0,8.479699967E0,6.548118469E-1,9.755393589E0,1
1.601290018E2,6.201616563E0,6.148709201E0,8.763415056E-1,8.776938377E0,1
1.601389258E2,6.047212647E0,5.204432405E0,1.674724424E0,8.152275716E0,1
1.601488488E2,4.407145255E0,5.204937020E0,1.945009336E0,7.092063169E0,1
1.601587728E2,2.339742001E0,4.669116304E0,1.955264475E0,5.576566942E0,1
1.601686968E2,6.898644429E-1,3.293800896E0,1.902157139E0,3.865648597E0,1
1.601786208E2,-4.777029008E-2,1.984815134E0,1.374243028E0,2.414604940E0,1
1.601885448E2,-7.561832705E-1,1.204649216E-1,8.467616111E-1,1.141634864E0,1
1.601984688E2,-1.439436851E0,-1.993114087E0,3.948086786E-1,2.490051426E0,1
1.602083928E2,-2.167728611E0,-4.209956093E0,-1.683121026E-2,4.735299455E0,1
1.602183158E2,-2.814054394E0,-5.834621335E0,-4.348336007E-1,6.492363862E0,1
1.602282398E2,-3.160192603E0,-7.049831207E0,-5.640798707E-1,7.746297402E0,1
1.602381638E2,-3.469414710E0,-7.999225486E0,-5.756023208E-1,8.738178576E0,1
1.602480878E2,-3.824616688E0,-8.640459221E0,-4.433160833E-1,9.459479770E0,1
1.602580118E2,-4.120332311E0,-9.089047666E0,-1.527455720E-1,9.980543924E0,1
1.602679358E2,-4.277219246E0,-9.315737200E0,-4.531599440E-2,1.025083497E1,1
1.602778588E2,-4.422859940E0,-9.632714176E0,-1.294655772E-1,1.060036008E1,1
1.602877828E2,-4.493825842E0,-9.965893786E0,-2.300856336E-1,1.093464444E1,1
1.602977068E2,-4.565051068E0,-1.047037050E1,-4.020422326E-1,1.142934765E1,1
1.603076308E2,-4.591740684E0,-1.090286799E1,-6.271197259E-1,1.184693598E1,1
1.603175548E2,-4.570567039E0,-1.101904281E1,-7.961808568E-1,1.195588941E1,1
1.603274788E2,-4.497137997E0,-1.081809155E1,-9.533007308E-1,1.175432420E1,1
1.603374018E2,-4.372945183E0,-1.039194531E1,-1.026558303E0,1.132117480E1,1
1.603473258E2,-4.272479201E0,-9.760161842E0,-1.077797965E0,1.070871076E1,1
1.603572498E2,-4.127107480E0,-8.942118246E0,-1.166182723E0,9.917382569E0,1
1.603671738E2,-3.957066648E0,-8.346580501E0,-1.355588656E0,9.336027159E0,1
1.603770978E2,-3.842908241E0,-7.980947675E0,-1.507648569E0,8.985347725E0,1
1.603870218E2,-3.781242335E0,-7.792807664E0,-1.603912303E0,8.808982890E0,1
1.603969458E2,-3.738794473E0,-7.691711644E0,-1.694090987E0,8.718426257E0,1
1.604068688E2,-3.741030448E0,-7.701389371E0,-1.803351328E0,8.749787601E0,1
1.604167928E2,-3.751485270E0,-7.821076612E0,-2.017525481E0,8.905800928E0,1
1.604267168E2,-3.693116901E0,-7.859769977E0,-2.402032682E0,9.010264011E0,1
1.604366408E2,-3.382230970E0,-7.508006746E0,-2.640002664E0,8.647500547E0,1
1.604465648E2,-2.998588719E0,-7.107122810E0,-2.846578946E0,8.222271015E0,1
1.604564888E2,-2.511098456E0,-6.267415280E0,-3.085022553E0,7.423171418E0,1
1.604664118E2,-2.247424114E0,-5.103306565E0,-3.173024318E0,6.415819228E0,1
1.604763358E2,-1.945472143E0,-3.315567741E0,-3.251540145E0,5.034914560E0,1
1.604862598E2,-1.023719991E0,-3.476982468E-1,-2.971405891E-1,1.121244497E0,1
1.604961838E2,2.245468512E0,6.008902275E0,1.620572424E1,1.742912888E1,1
1.605061078E2,4.477513280E0,1.266919022E1,2.256501331E1,2.626283176E1,1
1.605160318E2,6.626824915E0,1.864484113E1,7.745013108E0,2.124923851E1,1
1.605259548E2,1.228557311E1,2.257408351E1,-3.340964538E-1,2.570284369E1,1
