"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.898996458E0,7.579289567E0,6.894971793E0,-3.404272926E0,1.079700609E1
2.908956458E0,7.439820026E0,8.095041470E0,-2.036225608E0,1.118153984E1
2.918916458E0,6.430509328E0,9.148001048E0,-8.086126220E-1,1.121120992E1
2.928876458E0,4.453260491E0,9.184285945E0,1.446222838E0,1.030893776E1
2.938837458E0,4.871806526E-1,7.316996337E0,4.720104024E0,8.720961093E0
2.948797458E0,-2.664018348E0,4.434393865E0,1.018307809E1,1.142173026E1
2.958757458E0,-5.239199950E0,2.573149109E0,1.597521180E1,1.700816582E1
2.968717458E0,-8.656283541E0,2.456590712E0,1.802206706E1,2.014350972E1
2.978677458E0,-1.056559007E1,3.540545796E0,1.482185436E1,1.854331482E1
2.988637458E0,-8.408096718E0,3.776703726E0,7.738249633E0,1.203495280E1
2.998598458E0,-5.530824568E0,3.279940656E0,2.274005556E0,6.820493558E0
3.008558458E0,-3.032673601E0,3.098778128E0,-2.556817836E-1,4.343375212E0
3.018518458E0,-2.401363760E-2,2.831780228E0,-3.113095620E0,4.208434419E0
3.028478458E0,2.414474387E0,2.110298721E0,-5.961800029E0,6.769498271E0
3.038438458E0,5.312743889E0,-1.325476080E-1,-6.666973068E0,8.525922025E0
3.048399458E0,7.548495791E0,-7.157701811E0,-5.615371798E0,1.182137405E1
3.058359458E0,8.619940757E0,-1.472875265E1,-2.174419580E0,1.720370989E1
3.068319458E0,1.098562130E1,-2.110589444E1,4.286505794E0,2.417678199E1
3.078279458E0,1.533114801E1,-2.069092924E1,1.185412110E1,2.834922996E1
3.088239458E0,1.893750363E1,-1.041225386E1,1.172133201E1,2.458523334E1
3.098199458E0,1.441841753E1,-9.630913818E-1,-2.624727398E-1,1.445293053E1
3.108160458E0,1.040621017E1,2.824555993E0,-5.036116794E0,1.190083187E1
3.118120458E0,9.237773935E0,4.841680502E0,-5.869021674E0,1.196761266E1
3.128080458E0,8.260527613E0,5.663047071E0,-7.162684808E0,1.231302043E1
3.138040458E0,7.200373036E0,5.966715783E0,-7.457617196E0,1.196089977E1
3.148000458E0,6.228521356E0,5.998884240E0,-6.521624150E0,1.083109745E1
3.157961458E0,5.714748736E0,5.807470958E0,-5.058926783E0,9.590506360E0
3.167921458E0,5.453128520E0,5.495516741E0,-4.117630897E0,8.768819710E0
