"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.546260667E0,5.169384195E0,-3.522121804E0,4.913719368E-1,6.274497696E0
2.556219667E0,3.612436727E0,-5.076055616E0,-6.345743412E-1,6.262485475E0
2.566177667E0,2.384638385E0,-6.267787163E0,-1.617178466E0,6.898327503E0
2.576136667E0,1.864784660E0,-6.356329796E0,-2.287589223E0,7.008096372E0
2.586094667E0,1.637069525E0,-5.492430580E0,-2.668718340E0,6.322092050E0
2.596052667E0,1.668733951E0,-3.595328067E0,-3.004799047E0,4.973919402E0
2.606011667E0,8.829821885E-1,-2.165984679E0,-3.106001194E0,3.888237466E0
2.615969667E0,-9.667757124E-1,-2.191660095E0,-2.465840130E0,3.437789522E0
2.625928667E0,-3.498886723E0,-2.151923295E0,-1.731265830E0,4.457607378E0
2.635886667E0,-5.773698610E0,-2.233591940E0,-4.115270376E-1,6.204343889E0
2.645845667E0,-6.222593449E0,-3.611777454E0,5.988975549E-1,7.219714945E0
2.655803667E0,-4.615587968E0,-4.549849769E0,-2.463247767E-1,6.485789166E0
2.665761667E0,-2.866399838E0,-4.643318973E0,-3.898470238E-1,5.470707433E0
2.675720417E0,-1.962302184E0,-5.653012079E0,1.308068627E0,6.125211748E0
2.685678417E0,-1.404322860E0,-4.932897066E0,3.305892938E0,6.102009856E0
2.695637417E0,-2.730768993E0,-2.995437655E0,4.952997454E0,6.400150765E0
2.705595417E0,-1.981089288E-1,-3.130748072E0,5.023053530E0,5.922153105E0
2.715554417E0,2.509971113E0,-1.858819623E0,-2.803383956E-1,3.135881853E0
2.725512417E0,5.538587916E-1,1.792502258E0,7.914545524E-1,2.036227937E0
2.735470417E0,-3.372498572E-2,3.993852651E0,3.529989232E0,5.330367750E0
2.745429417E0,1.037712963E0,5.371182716E0,3.277626328E0,6.377247550E0
2.755387417E0,1.349971821E0,5.707282426E0,1.732552217E0,6.115327775E0
2.765346417E0,5.039188921E-1,5.591809857E0,6.375908466E-1,5.650556948E0
2.775304417E0,7.104027879E-1,5.564733156E0,-6.240383164E-1,5.644497412E0
2.785263417E0,7.570974827E-2,5.941458735E0,-3.450716776E0,6.871252443E0
2.795221417E0,-2.715511853E0,5.682127120E0,-5.934969496E0,8.653579383E0
2.805179417E0,-5.708848895E0,7.997957225E0,-5.627802393E0,1.132388782E1
2.815138417E0,-8.748270768E0,8.936593797E0,-3.967319448E0,1.312000662E1
2.825096417E0,-1.024043693E1,8.775994756E0,-2.038103149E0,1.363959299E1
2.835055417E0,-1.094428967E1,8.276140264E0,-8.156737196E-1,1.374544643E1
2.845013417E0,-1.080903889E1,7.230414276E0,-8.433847710E-1,1.303171172E1
2.854972417E0,-1.102382584E1,7.207212524E0,-6.687879202E0,1.477147172E1
2.864930417E0,-1.056682149E1,6.166083033E0,-1.253636253E1,1.751681141E1
2.874889417E0,-6.914673986E0,1.136352568E0,-1.282655049E1,1.461589583E1
2.884847417E0,-4.700278455E0,-3.727450874E0,-1.136331284E1,1.284956755E1
2.894805417E0,-4.995842927E0,-5.928202513E0,-6.788077675E0,1.030436947E1
2.904764417E0,-5.445057608E0,-5.104705803E0,-1.869747777E0,7.694324561E0
2.914722417E0,-1.948212733E0,-2.161099915E0,-6.427754997E-1,2.979772817E0
2.924681417E0,2.204651731E0,7.585885227E-2,-4.163182461E-1,2.244897482E0
2.934639417E0,4.291991944E0,5.886286747E-1,6.752280436E0,8.022528881E0
2.944597417E0,2.691280407E0,-3.578870786E0,3.658722819E1,3.686023023E1
2.954556417E0,1.011239110E0,-9.413531882E-1,9.789642334E0,9.886649958E0
2.964514417E0,3.567677461E0,1.719010651E0,-5.731260688E0,6.966395708E0
2.974473417E0,5.294800538E0,1.042840387E0,-2.023437163E0,5.763395420E0
2.984431417E0,3.482260750E0,9.794232398E-1,1.997537944E0,4.132259388E0
2.994390417E0,1.499385138E0,1.016318001E0,5.889443074E0,6.161704131E0
3.004348417E0,1.146156594E0,1.021492787E0,5.249408019E0,5.469315039E0
3.014306417E0,2.339306091E0,8.422879064E-1,2.264776311E0,3.363185044E0
3.024265417E0,2.927959324E0,8.253654796E-1,7.619056481E-1,3.136028411E0
3.034223417E0,3.144338463E0,5.886836386E-1,1.533625994E-1,3.202644670E0
3.044182417E0,3.540724720E0,1.520469028E-1,4.167281359E-1,3.568404706E0
3.054140417E0,3.647859744E0,2.818691236E-1,1.233777705E0,3.861157643E0
3.064099417E0,3.785116115E0,2.684146804E-1,2.384256561E0,4.481498611E0
3.074057417E0,3.867465377E0,2.015634638E-1,3.472924501E0,5.201838219E0
3.084015417E0,3.496068365E0,4.190822250E-1,3.602088910E0,5.037178619E0
3.093974417E0,3.138173743E0,5.400751501E-1,3.046075419E0,4.406630353E0
3.103932417E0,2.780411269E0,5.149227673E-1,2.599508357E0,3.840999346E0
3.113891417E0,2.397218669E0,5.529571509E-1,2.125570478E0,3.251225741E0
3.123849417E0,1.882649951E0,1.000372644E0,1.240550097E0,2.466592955E0
3.133808417E0,1.337083973E0,1.893714929E0,2.976362868E-1,2.337207124E0
3.143766417E0,1.202590411E0,2.413990238E0,-5.070698105E-1,2.744210699E0
