Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),WalkingJumping
7.321605167E0,1.275673298E0,4.253679818E-1,-1.216286345E0,1.813183045E0,0
7.331529167E0,1.594725451E0,2.809435093E-1,-1.815075726E0,2.432401778E0,0
7.341454167E0,1.408824339E0,-7.785959405E-1,-5.269674468E-1,1.693721449E0,0
7.351379167E0,9.261071581E-1,-1.756014755E0,8.555371124E-1,2.161759940E0,0
7.361304167E0,6.999742788E-1,-2.625093434E0,4.970530915E-1,2.761908996E0,0
7.371229167E0,4.970659554E-1,-2.773867650E0,1.624964619E-1,2.822732967E0,0
7.381154167E0,3.846734074E-1,-2.306759319E0,2.663886019E-1,2.353736407E0,0
7.391079167E0,4.237237448E-1,-9.834408617E-1,3.050258517E-1,1.113435454E0,0
7.401003167E0,9.305025101E-1,6.659160018E-1,7.930485034E-1,1.392194301E0,0
7.410928167E0,2.102406149E0,1.565708935E0,2.077521569E0,3.344794755E0,0
7.420853167E0,3.213411914E0,1.065848595E0,3.462469679E0,4.842596993E0,0
7.430778167E0,3.625573082E0,-2.585381484E-1,4.340692234E0,5.661557314E0,0
7.440703167E0,3.364570625E0,-1.267323766E0,4.395860714E0,5.678911553E0,0
7.450628167E0,2.678084410E0,-1.531247785E0,3.912328724E0,4.982285814E0,0
7.460552167E0,1.790908307E0,-1.570824664E0,2.905322413E0,3.757092096E0,0
7.470477167E0,6.429329360E-1,-1.651811525E0,1.934734755E0,2.623936479E0,0
7.480402167E0,-2.176485693E-1,-1.577742505E0,1.556501763E0,2.226957577E0,0
7.490327167E0,6.797844279E-1,-1.385291927E0,1.689398596E0,2.288057737E0,0
7.500252167E0,3.103557350E0,-8.289866602E-1,1.616568163E0,3.596189613E0,0
7.510177167E0,4.507364777E0,-4.614581662E-1,9.386582796E-1,4.627133048E0,0
7.520102167E0,3.911023625E0,-1.493297017E-1,7.229824877E-1,3.980089048E0,0
7.530026167E0,2.322868252E0,2.543252295E-1,9.118511347E-1,2.508360168E0,0
7.539951167E0,1.135672390E0,3.956272888E-1,5.885750265E-1,1.338914968E0,0
7.549876167E0,5.700672734E-1,4.832174098E-1,1.786944187E-1,7.683797607E-1,0
7.559801167E0,5.678333446E-2,1.060410685E0,2.022401328E-1,1.081016299E0,0
7.569726167E0,-5.990744331E-1,1.958169372E0,1.194004945E0,2.370435672E0,0
7.579651167E0,-7.833449028E-1,2.440762884E0,3.337056551E0,4.207956644E0,0
7.589575167E0,7.766681135E-2,2.404169839E0,5.129376376E0,5.665383195E0,0
7.599500167E0,1.765421463E0,2.251718309E0,4.932388358E0,5.702227915E0,0
7.609425167E0,3.468061371E0,2.300936077E0,3.236595247E0,5.272314985E0,0
7.619350167E0,4.382986022E0,2.383195292E0,1.945041203E0,5.354752240E0,0
7.629275167E0,4.813453360E0,2.364882982E0,1.582034654E0,5.591496975E0,0
7.639200167E0,5.187418177E0,2.131809458E0,1.237609971E0,5.743308920E0,0
7.649125167E0,4.992027619E0,2.277011610E0,1.170590427E0,5.610294428E0,0
7.659049167E0,4.562845498E0,3.134161384E0,1.714127641E0,5.794890870E0,0
7.668974167E0,4.152014279E0,3.378495476E0,1.539885292E0,5.569982134E0,0
7.678899167E0,2.987561163E0,2.962736809E0,1.085288833E0,4.345248319E0,0
7.688824167E0,1.844531367E0,2.417386301E0,8.783769214E-1,3.165059005E0,0
7.698749167E0,1.230089574E0,1.859993452E0,5.676828702E-2,2.230676722E0,0
7.708674167E0,6.827779099E-2,1.964825258E0,-1.441025248E0,2.437571315E0,0
7.718599167E0,-2.286824261E0,2.636994272E0,-1.935064684E0,3.990962205E0,0
7.728523167E0,-3.864747299E0,3.624049298E0,-8.422634212E-1,5.364644691E0,0
7.738448167E0,-2.715724107E0,4.413985913E0,1.434255926E0,5.377315234E0,0
7.748373167E0,-4.659613994E-1,4.418506980E0,2.508022821E0,5.102009646E0,0
7.758298167E0,1.583090953E0,4.268262774E0,1.612711778E0,4.829604886E0,0
7.768223167E0,2.926047577E0,4.350160046E0,5.285475107E-1,5.269251305E0,0
7.778148167E0,2.930256988E0,3.940065576E0,3.329767120E-1,4.921523773E0,0
7.788072167E0,1.504607578E0,3.677281764E0,-1.151119418E-1,3.974857972E0,0
7.797997167E0,-2.766192010E-1,3.672635567E0,-1.425425753E0,3.949254204E0,0
7.807922167E0,-1.264483774E0,2.857977508E0,-3.011670110E0,4.340174133E0,0
7.817847167E0,-1.383347143E0,2.153573379E0,-4.110453440E0,4.842246906E0,0
7.827772167E0,-1.134448130E0,1.670527877E0,-4.083509763E0,4.555511818E0,0
7.837697167E0,-1.288089860E0,1.372936175E0,-3.370831823E0,3.860911344E0,0
7.847622167E0,-1.671506993E0,1.316281334E0,-2.646250707E0,3.395463883E0,0
7.857546167E0,-1.620816896E0,1.115586766E0,-1.706561636E0,2.604598599E0,0
7.867471167E0,-1.128581033E0,6.768462020E-1,-1.954977962E0,2.356640567E0,0
7.877396167E0,-5.556883854E-1,-1.272482765E-1,-2.888973014E0,2.944681100E0,0
7.887321167E0,-1.251035178E-1,-9.023294556E-1,-3.659210359E0,3.770897743E0,0
7.897246167E0,-1.231552255E-1,-1.402322527E0,-3.531376777E0,3.801617763E0,0
7.907171167E0,-2.691853434E-2,-1.711099952E0,-4.196504574E0,4.532023642E0,0
7.917095167E0,2.149128033E-1,-2.224548052E0,-5.012025681E0,5.487732043E0,0
7.927020167E0,8.764683902E-2,-2.949094085E0,-4.750444057E0,5.592097695E0,0
7.936945167E0,-2.341505814E-1,-3.471032342E0,-5.258708015E0,6.305307447E0,0
7.946870167E0,-5.812123588E-1,-3.959010555E0,-5.401624491E0,6.722285290E0,0
7.956795167E0,-1.252038852E0,-4.030137255E0,-4.980068893E0,6.527686709E0,0
7.966720167E0,-1.717952158E0,-3.966731803E0,-4.787041195E0,6.449967769E0,0
7.976645167E0,-1.817628036E0,-4.191389430E0,-4.206559446E0,6.210206067E0,0
7.986569167E0,-1.863666965E0,-4.463798343E0,-3.380398160E0,5.901342383E0,0
7.996494167E0,-1.868357017E0,-4.782085680E0,-2.993710679E0,5.943181389E0,0
8.006419167E0,-1.722240360E0,-5.110440753E0,-2.706436974E0,6.033864238E0,0
8.016344167E0,-1.680028726E0,-5.353697203E0,-2.669603024E0,6.213803229E0,0
8.026269167E0,-1.649277926E0,-5.552346414E0,-3.022138672E0,6.533145532E0,0
8.036194167E0,-1.615329869E0,-5.717454827E0,-3.189433944E0,6.743223945E0,0
8.046119167E0,-1.676124540E0,-5.703111607E0,-2.662789264E0,6.513472357E0,0
8.056043167E0,-1.696981412E0,-5.438209934E0,-1.453207921E0,5.879259006E0,0
8.065968167E0,-1.764012576E0,-4.962499765E0,1.975616294E-1,5.270405571E0,0
8.075893167E0,-1.643938687E0,-4.249922982E0,1.981148345E0,4.968835731E0,0
8.085818167E0,-9.815807162E-1,-3.055537384E0,3.584285600E0,4.811123846E0,0
8.095743167E0,9.293754593E-2,-1.143886705E0,5.415831470E0,5.536094715E0,0
8.105668167E0,1.587285746E0,1.575765561E0,7.175307777E0,7.515820304E0,0
8.115593167E0,3.667173390E0,5.045535489E0,7.700536847E0,9.909785909E0,0
8.125517167E0,5.014803693E0,8.507390041E0,6.451891426E0,1.179622161E1,0
8.135442167E0,4.841171209E0,1.022474768E1,4.410874025E0,1.214241383E1,0
8.145367167E0,3.863050144E0,9.101613917E0,2.690784855E0,1.024709010E1,0
8.155292167E0,3.016239417E0,5.912402751E0,2.497330018E0,7.091605159E0,0
8.165217167E0,2.276278661E0,2.010369805E0,3.401034154E0,4.559612331E0,0
8.175142167E0,1.425255599E0,-1.560386800E0,4.094366580E0,4.607602216E0,0
8.185067167E0,1.593455435E-1,-3.895637847E0,3.152629230E0,5.014025957E0,0
8.194991167E0,-1.632951623E0,-4.608767191E0,1.716001089E0,5.181884383E0,0
8.204916167E0,-3.638656227E0,-4.296427057E0,1.292679048E0,5.776687954E0,0
8.214841167E0,-5.257401747E0,-3.241348448E0,1.500951607E0,6.356057632E0,0
8.224766167E0,-5.079034188E0,-1.465641441E0,2.167466363E0,5.713370594E0,0
8.234691167E0,-4.419324713E0,1.473263286E0,3.025692610E0,5.554795352E0,0
8.244616167E0,-3.014237915E0,6.463923241E0,3.082056261E0,7.769620626E0,0
8.254541167E0,9.746408021E-1,1.333844966E1,9.298727649E-1,1.340629805E1,0
8.264465167E0,5.894655282E0,1.913001619E1,-1.673523698E0,2.008743791E1,0
8.274390167E0,9.287023278E0,1.735936586E1,-6.773683584E-1,1.969911704E1,0
8.284315167E0,7.461893265E0,4.717209068E0,-2.785537815E0,9.256950546E0,0
8.294240167E0,-7.465830195E-1,-5.451255072E0,-1.101865339E1,1.231601764E1,0
8.304165167E0,-9.151658481E0,-8.146852478E0,-1.166491690E1,1.691727947E1,0
8.314090167E0,-1.300618280E1,-8.148363984E0,-4.573503803E0,1.601479203E1,0
8.324015167E0,-8.450533471E0,-7.105232990E0,2.424029907E0,1.130361769E1,0
8.333939167E0,-1.457857773E0,-4.832520838E0,3.166131328E0,5.958438934E0,0
8.343864167E0,1.736333612E0,-1.929275356E0,-1.096946427E0,2.817844792E0,0
8.353789167E0,2.402049639E0,6.627982664E-1,-6.365013496E0,6.835388856E0,0
8.363714167E0,3.291888857E0,2.928064574E0,-8.911658930E0,9.941215181E0,0
8.373639167E0,4.264312395E0,5.228156313E0,-7.543422747E0,1.012033623E1,0
8.383564167E0,4.679087853E0,6.520958737E0,-4.452277866E0,9.178210293E0,0
8.393489167E0,4.758290436E0,5.564385831E0,-3.106070191E0,7.953074222E0,0
8.403413167E0,3.837432615E0,3.471258044E0,-3.552858278E0,6.276808379E0,0
8.413338167E0,1.951136049E0,1.034405778E0,-3.840785994E0,4.430413552E0,0
8.423263167E0,-2.761552244E-1,-1.088211272E0,-2.938762347E0,3.145916339E0,0
8.433188167E0,-2.300545191E0,-2.401217580E0,-1.210746692E0,3.538963350E0,0
8.443113667E0,-3.784722890E0,-3.108962224E0,1.029931489E-1,4.899018376E0,0
8.453038667E0,-4.687994332E0,-3.434960284E0,1.315293008E0,5.958711161E0,0
8.462962667E0,-4.693946505E0,-3.249344516E0,1.971175919E0,6.039611583E0,0
8.472887667E0,-3.710936583E0,-2.788288638E0,1.716737545E0,4.949019262E0,0
8.482812667E0,-2.007992912E0,-2.180795676E0,3.432097779E-1,2.984241657E0,0
8.492737667E0,-2.142694634E-1,-1.337947606E0,-1.818605836E0,2.267893822E0,0
8.502662667E0,9.282636112E-1,-5.866616714E-1,-3.385976404E0,3.559590069E0,0
8.512587667E0,1.609257243E0,-1.098446238E-1,-3.486222239E0,3.841291477E0,0
8.522512667E0,2.164885402E0,-2.753465545E-1,-1.621435385E0,2.718749205E0,0
8.532437667E0,2.205066006E0,-6.526393139E-1,5.960980542E-1,2.375623509E0,0
8.542361667E0,1.981733359E0,-1.039128574E0,1.464883642E0,2.674497968E0,0
8.552286667E0,1.467254980E0,-1.232833380E0,1.808311667E0,2.634901593E0,0
8.562211667E0,8.623546734E-1,-1.562729779E0,1.799218662E0,2.534357460E0,0
8.572136667E0,6.164503115E-1,-2.171628996E0,1.504664004E0,2.712931486E0,0
8.582061667E0,7.135450816E-1,-2.900957467E0,1.139612390E0,3.197407889E0,0
8.591986667E0,9.871175909E-1,-3.158728461E0,5.882719946E-1,3.361254314E0,0
8.601910667E0,1.277946695E0,-2.864661461E0,2.335751971E-1,3.145471413E0,0
8.611835667E0,1.576873609E0,-2.255909593E0,-2.178801191E-1,2.761001669E0,0
8.621760667E0,2.032386911E0,-1.170500307E0,-6.078975892E-1,2.422851007E0,0
8.631685667E0,2.617690566E0,9.161359012E-2,5.490070461E-2,2.619868516E0,0
8.641610667E0,2.907249071E0,4.145225662E-1,1.640916992E0,3.364005751E0,0
8.651535667E0,2.599368609E0,-1.693681097E-1,3.125811560E0,4.068918853E0,0
8.661460667E0,2.022537861E0,-9.333705693E-1,3.862092955E0,4.458430443E0,0
8.671384667E0,1.518143005E0,-1.470077723E0,3.672291166E0,4.236933927E0,0
8.681309667E0,8.964114887E-1,-1.375123619E0,3.045919883E0,3.460078967E0,0
8.691234667E0,2.785755332E-1,-7.785164183E-1,2.565935984E0,2.695870845E0,0
8.701159667E0,1.960814068E-1,-1.393034810E-1,2.219214660E0,2.232211255E0,0
8.711084667E0,5.755614634E-1,5.413954514E-1,1.802748041E0,1.968319215E0,0
8.721009667E0,9.720399606E-1,9.589802045E-1,1.323550154E0,1.901654471E0,0
8.730934667E0,1.272291853E0,8.703457707E-1,8.440185361E-1,1.757440073E0,0
8.740858667E0,1.455983448E0,5.348284435E-1,6.102377180E-1,1.666829127E0,0
8.750783667E0,1.496216531E0,-1.509142971E-1,5.215973639E-1,1.591698101E0,0
8.760708667E0,1.694421939E0,-1.099725024E0,6.181689544E-1,2.112485194E0,0
8.770633667E0,2.067853490E0,-1.545875764E0,6.318548012E-1,2.658004971E0,0
8.780558667E0,2.311889082E0,-1.269929870E0,5.384725745E-1,2.692119187E0,0
8.790483667E0,2.408060723E0,-7.848641557E-1,5.964944223E-1,2.602032625E0,0
8.800408667E0,2.600431632E0,-6.164158130E-1,8.800971723E-1,2.813678049E0,0
8.810332667E0,3.059612893E0,-3.572789097E-1,1.404618290E0,3.385532722E0,0
8.820257667E0,3.612044964E0,2.904282779E-1,1.785596988E0,4.039749251E0,0
8.830182667E0,4.100563459E0,1.150365420E0,1.586873663E0,4.544901463E0,0
8.840107667E0,4.461707671E0,2.452060289E0,1.839890724E0,5.413375369E0,0
8.850032667E0,4.679426115E0,3.637665124E0,2.740854270E0,6.530077982E0,0
8.859957667E0,4.887739312E0,3.938732411E0,3.199949577E0,7.045799165E0,0
8.869882667E0,5.430148963E0,3.176353723E0,2.627827592E0,6.817713589E0,0
8.879806667E0,6.131908981E0,2.739708801E0,1.421366762E0,6.864881320E0,0
8.889731667E0,6.250173011E0,3.118472135E0,9.481330347E-1,7.049006127E0,0
8.899656667E0,5.493873673E0,3.128421172E0,1.687463168E0,6.543485227E0,0
8.909581667E0,4.319096712E0,2.843769944E0,2.726597589E0,5.846020725E0,0
8.919506667E0,3.205721071E0,2.720328205E0,3.181558914E0,5.272489948E0,0
8.929431667E0,1.883007069E0,2.737508494E0,2.928385001E0,4.428894568E0,0
8.939356667E0,2.791777964E-1,2.785170903E0,2.553738692E0,3.789023424E0,0
8.949280667E0,-9.136091731E-1,2.220523413E0,1.745336570E0,2.968434889E0,0
8.959205667E0,-1.416738106E0,1.206423261E0,7.635785365E-1,2.011381647E0,0
8.969130667E0,-1.647976921E0,7.297582412E-1,1.306326449E-1,1.807052824E0,0
8.979055667E0,-1.356587361E0,1.620093888E0,-8.221483415E-1,2.267368821E0,0
8.988980667E0,-3.299357213E-1,3.303183923E0,-2.137276019E0,3.948142651E0,0
8.998905667E0,5.878925103E-1,4.567064849E0,-2.770185074E0,5.373790495E0,0
9.008830667E0,7.994719622E-1,5.464715363E0,-1.287953328E0,5.671075135E0,0
9.018754667E0,7.501670703E-1,5.988016605E0,1.550327250E0,6.230779091E0,0
9.028679667E0,4.819776540E-1,5.645422393E0,3.130327365E0,6.473178961E0,0
9.038604667E0,-3.132553692E-1,4.931417136E0,2.274146913E0,5.439554032E0,0
9.048529667E0,-1.197160979E0,4.263939342E0,2.257329297E-1,4.434560686E0,0
9.058454667E0,-2.066870865E0,3.966561064E0,-2.630847094E0,5.189115366E0,0
9.068379667E0,-2.339535010E0,3.594153653E0,-5.254640107E0,6.782522186E0,0
9.078304667E0,-1.193266441E0,2.991572937E0,-4.979456105E0,5.930293125E0,0
9.088228667E0,4.541561633E-2,1.821081401E0,-2.729704215E0,3.281719846E0,0
9.098153667E0,3.607683818E-1,5.293694830E-1,-1.315370045E0,1.463073556E0,0
9.108078667E0,4.356058717E-1,-4.048740757E-1,-1.284468387E0,1.415462656E0,0
9.118003667E0,5.986702444E-1,-1.031217876E0,-2.251425656E0,2.547691868E0,0
9.127928667E0,8.764473403E-1,-1.617752078E0,-3.627066461E0,4.067049648E0,0
9.137853667E0,9.804147814E-1,-1.514882013E0,-4.593839542E0,4.935528583E0,0
9.147778667E0,3.806198251E-1,-1.725664782E0,-4.952151362E0,5.258002806E0,0
9.157702667E0,4.012360843E-1,-2.763379499E0,-5.880851761E0,6.510120896E0,0
9.167627667E0,5.630517840E-2,-3.854620798E0,-5.966560248E0,7.103598592E0,0
9.177552667E0,-8.050608771E-1,-4.569713053E0,-5.839965690E0,7.458927514E0,0
9.187477667E0,-1.585600286E0,-4.825414717E0,-5.781079550E0,7.695429567E0,0
9.197402667E0,-2.188988502E0,-4.690527638E0,-5.822953801E0,7.790989100E0,0
9.207327667E0,-2.724813019E0,-4.443516691E0,-5.860932051E0,7.843466777E0,0
9.217252667E0,-2.827513222E0,-4.441294749E0,-5.640780873E0,7.716109054E0,0
9.227176667E0,-2.827807630E0,-4.741626456E0,-4.826925053E0,7.333397773E0,0
9.237101667E0,-2.822117704E0,-5.070401943E0,-4.148752702E0,7.133405441E0,0
9.247026667E0,-2.477221443E0,-5.414400072E0,-3.702271010E0,7.011359700E0,0
9.256951667E0,-1.961820666E0,-5.827986499E0,-3.241448436E0,6.951341951E0,0
9.266876667E0,-1.638021159E0,-6.180241481E0,-2.728620726E0,6.951537179E0,0
9.276801667E0,-1.534044070E0,-6.360970146E0,-2.061237073E0,6.860315640E0,0
9.286726667E0,-1.540528340E0,-6.378825788E0,-1.134974379E0,6.659640594E0,0
9.296650667E0,-1.536605735E0,-6.187161661E0,2.023809046E-1,6.378329298E0,0
9.306575667E0,-1.616897361E0,-5.596382380E0,1.878815639E0,6.120768010E0,0
9.316500667E0,-1.637743855E0,-4.395978827E0,3.269227973E0,5.717926750E0,0
9.326425667E0,-1.186011801E0,-2.488446343E0,4.316979436E0,5.122040672E0,0
9.336350667E0,-1.670768782E-1,-2.441154063E-2,5.588417303E0,5.590967587E0,0
9.346275667E0,2.159740145E0,3.661146373E0,6.999800091E0,8.189363319E0,0
9.356200667E0,5.916973520E0,8.602583297E0,8.085425139E0,1.320564708E1,0
9.366124667E0,7.793684161E0,1.288357020E1,8.733665593E0,1.740703331E1,0
9.376049667E0,6.736073123E0,1.457047671E1,7.368506799E0,1.766262622E1,0
9.385974667E0,4.445476677E0,1.175996924E1,4.513669245E0,1.335785722E1,0
9.395899667E0,1.905661376E0,5.645791937E0,2.227786240E0,6.361567685E0,0
9.405824667E0,-3.091156867E-1,9.016465008E-2,1.303473592E0,1.342656165E0,0
9.415749667E0,-3.384280127E0,-3.161116464E0,8.337866396E-1,4.705444658E0,0
9.425674667E0,-6.739597825E0,-4.331900945E0,5.796163613E-1,8.032652100E0,0
9.435597792E0,-8.728863859E0,-4.095242493E0,1.371161546E0,9.738796606E0,0
9.445522792E0,-7.964933905E0,-2.544120022E0,3.567417845E0,9.090609929E0,0
9.455447792E0,-6.527613453E0,1.051194304E0,5.535047427E0,8.622731405E0,0
9.465372792E0,-4.141644827E0,5.878263783E0,6.031373709E0,9.385343670E0,0
9.475297792E0,8.844841920E-1,1.139728282E1,3.378839877E0,1.192044156E1,0
9.485222792E0,6.060402796E0,1.579739914E1,-9.236174136E-1,1.694518724E1,0
9.495147792E0,9.113473240E0,1.574668273E1,-1.866038303E0,1.828921842E1,0
9.505071792E0,9.187123014E0,6.518154997E0,-1.610705306E0,1.137910126E1,0
9.514996792E0,5.177811202E0,-5.612377439E0,-6.711287946E0,1.016611505E1,0
9.524921792E0,-4.292466738E0,-1.133001996E1,-1.474152882E1,1.908159571E1,0
9.534846792E0,-1.204605479E1,-1.192656109E1,-1.580340774E1,2.317537468E1,0
9.544771792E0,-1.347816654E1,-1.008854498E1,-5.492594887E0,1.770898957E1,0
9.554696792E0,-6.645972793E0,-6.629782437E0,8.806327772E0,1.287145595E1,0
9.564621792E0,5.085800001E-1,-2.098511903E0,9.606350834E0,9.846033830E0,0
9.574545792E0,2.210363292E0,1.394974331E0,6.907760239E-1,2.703484933E0,0
9.584470792E0,1.820233262E0,3.876472428E0,-8.041770996E0,9.111002600E0,0
9.594395792E0,2.605555547E0,6.492910813E0,-9.927426124E0,1.214498250E1,0
9.604320792E0,3.996930918E0,7.620311294E0,-7.665461154E0,1.152405726E1,0
9.614245792E0,5.265177959E0,6.176444299E0,-6.262683713E0,1.025142773E1,0
9.624170792E0,5.386533412E0,3.159448253E0,-4.511361642E0,7.703845749E0,0
9.634095792E0,3.530946129E0,3.466855091E-1,-2.749659300E0,4.488696657E0,0
9.644019792E0,6.887660435E-1,-1.396674117E0,-1.292353942E0,2.023678819E0,0
9.653944792E0,-2.068777642E0,-2.264588615E0,1.562346786E-2,3.067319126E0,0
9.663869792E0,-3.876303736E0,-3.020388601E0,2.810815036E-1,4.922142294E0,0
9.673794792E0,-4.621573178E0,-3.356742665E0,-4.774684274E-1,5.731896375E0,0
9.683719792E0,-4.661889730E0,-3.227777646E0,-1.040790938E0,5.764981367E0,0
9.693644792E0,-3.948274190E0,-2.515778568E0,-9.231339951E-1,4.771811737E0,0
9.703569792E0,-2.653247193E0,-1.688343174E0,-4.113184382E-1,3.171656696E0,0
9.713493792E0,-1.062234139E0,-9.010904306E-1,-1.173379622E0,1.821297633E0,0
9.723418792E0,2.540357924E-1,-1.785020453E-1,-1.568295743E0,1.598733468E0,0
9.733343792E0,9.956729445E-1,2.758961928E-1,-1.244455306E0,1.617452420E0,0
9.743268792E0,1.453366089E0,3.397583127E-1,-1.700893053E0,2.262906511E0,0
9.753193792E0,1.786681939E0,-6.144195735E-1,-1.617357391E0,2.487084376E0,0
9.763118792E0,1.535223599E0,-1.744590465E0,-2.007107936E-2,2.323985852E0,0
9.773043792E0,9.640994418E-1,-2.607854673E0,8.825980264E-1,2.917082961E0,0
9.782967792E0,2.523219734E-1,-3.059176691E0,6.187032437E-1,3.131297192E0,0
9.792892792E0,-3.056634906E-1,-2.935664200E0,1.458073298E-1,2.955133541E0,0
9.802817792E0,-3.796690679E-1,-2.446023039E0,1.392175178E-1,2.479225449E0,0
9.812742792E0,-6.547010422E-2,-1.723053415E0,2.308971906E-1,1.739687593E0,0
9.822667792E0,4.880545190E-1,-1.064827672E0,3.982468414E-1,1.237196723E0,0
9.832592792E0,1.217140915E0,-6.024912536E-1,1.216872236E0,1.823514671E0,0
9.842517792E0,1.992887800E0,-4.977278602E-1,2.389712598E0,3.151199947E0,0
9.852442792E0,2.593933329E0,-8.509412009E-1,3.369177353E0,4.336351817E0,0
9.862366792E0,2.914700178E0,-1.125538142E0,3.655897912E0,4.809147822E0,0
9.872291792E0,2.758929768E0,-1.407445858E0,3.356265532E0,4.566959123E0,0
9.882216792E0,2.170721070E0,-2.124628492E0,2.251064736E0,3.780657170E0,0
9.892141792E0,1.688745755E0,-2.740442626E0,5.261160922E-1,3.261699887E0,0
9.902066792E0,1.704927778E0,-2.577052125E0,-4.846031269E-1,3.127749442E0,0
9.911991792E0,1.947729315E0,-1.567591154E0,7.469474472E-2,2.501313818E0,0
9.921916792E0,2.078493376E0,-2.857347178E-1,1.786834113E0,2.755822053E0,0
9.931840792E0,2.396554864E0,5.456855536E-1,2.698658423E0,3.650206189E0,0
9.941765792E0,2.617420133E0,1.086672285E0,2.408510227E0,3.719229264E0,0
9.951690792E0,2.489301498E0,1.273513629E0,1.660357815E0,3.251960483E0,0
9.961615792E0,2.324535147E0,1.518923024E0,7.870841973E-1,2.886189934E0,0
9.971540792E0,1.675318647E0,2.060480443E0,1.357662371E0,2.982535723E0,0
9.981465792E0,8.097848426E-1,2.304352021E0,3.662253835E0,4.402032812E0,0
9.991390792E0,1.277257747E0,2.602343087E0,4.958387418E0,5.743621043E0,0
1.000131479E1,2.759854213E0,3.299430011E0,3.570249066E0,5.590144190E0,0
1.001123979E1,3.793507454E0,3.464409201E0,1.851216927E0,5.460753980E0,0
1.002116479E1,4.633445657E0,2.803439358E0,1.094335938E0,5.525003352E0,0
1.003108979E1,6.063702965E0,2.076470824E0,2.547257638E-1,6.414445412E0,0
1.004101479E1,7.140140283E0,2.070790839E0,2.288636751E-1,7.437886564E0,0
1.005093979E1,6.731760217E0,2.770779735E0,2.063662498E0,7.566539425E0,0
1.006086479E1,5.663483273E0,3.462429333E0,3.324687059E0,7.424082685E0,0
1.007078879E1,4.374258175E0,3.655218465E0,2.564381794E0,6.250664813E0,0
1.008071379E1,2.480358767E0,3.640290524E0,1.250651600E0,4.579085513E0,0
1.009063879E1,5.722053078E-1,3.598426799E0,1.964547149E-1,3.648929815E0,0
1.010056379E1,-1.323592692E0,3.357154309E0,-7.165786171E-1,3.679112336E0,0
1.011048879E1,-3.157999021E0,2.961477903E0,-1.290716722E0,4.517660771E0,0
1.012041379E1,-4.051873402E0,3.133803535E0,-1.200031743E0,5.261034009E0,0
1.013033879E1,-2.646035821E0,3.913878821E0,-1.827090438E-1,4.727931428E0,0
1.014026279E1,6.949927434E-2,4.638009117E0,8.836182924E-1,4.721942397E0,0
1.015018779E1,2.248300027E0,5.202003472E0,1.186122898E0,5.789868795E0,0
1.016011279E1,3.080227836E0,6.028137276E0,9.265016989E-1,6.832616478E0,0
1.017003779E1,2.481981369E0,6.513760230E0,6.015485363E-1,6.996510880E0,0
1.017996279E1,1.289591718E0,6.132468560E0,1.487452725E-1,6.268360439E0,0
1.018988779E1,-1.906873503E-1,4.927190183E0,-5.547908378E-1,4.961991298E0,0
1.019981279E1,-1.646681762E0,4.066450219E0,-2.318482694E0,4.962150765E0,0
1.020973679E1,-2.364620734E0,3.533343780E0,-4.365548748E0,6.093764465E0,0
1.021966179E1,-2.081400319E0,2.797104485E0,-5.039293002E0,6.127845849E0,0
1.022958679E1,-1.642757404E0,2.475574282E0,-4.854305810E0,5.691344728E0,0
1.023951179E1,-1.398896644E0,1.832741334E0,-3.653528620E0,4.320199532E0,0
1.024943679E1,-1.406901482E0,5.836614650E-1,-2.016024647E0,2.526734625E0,0
1.025936179E1,-1.498243469E0,-5.588336027E-1,-1.203119584E0,2.001130986E0,0
1.026928679E1,-1.204369719E0,-1.354998087E0,-1.702769424E0,2.487157001E0,0
1.027921079E1,-3.136370462E-1,-2.412963467E0,-3.386278120E0,4.169848966E0,0
1.028913579E1,-3.331831187E-2,-2.843763512E0,-4.677402978E0,5.474139169E0,0
1.029906079E1,-4.984467754E-1,-3.055049726E0,-4.385330463E0,5.367765018E0,0
1.030898579E1,-5.112504235E-1,-3.259609303E0,-4.385592418E0,5.488155488E0,0
1.031891079E1,-2.760110906E-1,-3.612370069E0,-5.387733260E0,6.492539513E0,0
1.032883579E1,-2.743911195E-1,-3.995643361E0,-5.939382974E0,7.163569394E0,0
1.033876079E1,-6.309052134E-1,-4.169126741E0,-5.987858146E0,7.323530866E0,0
1.034868479E1,-1.268029964E0,-4.394156250E0,-5.445666888E0,7.111385027E0,0
1.035860979E1,-1.919153533E0,-4.488366589E0,-5.108695943E0,7.065929462E0,0
1.036853479E1,-2.499398178E0,-4.402451110E0,-4.891538540E0,7.039582113E0,0
1.037845979E1,-2.749126911E0,-4.423958339E0,-4.607028229E0,6.953690766E0,0
1.038838479E1,-2.598632737E0,-4.630428786E0,-3.948934633E0,6.617238667E0,0
1.039830979E1,-2.262953588E0,-4.934123812E0,-3.230577877E0,6.316895610E0,0
1.040823479E1,-1.744215074E0,-5.286762371E0,-2.818132242E0,6.239712487E0,0
1.041815879E1,-1.222568666E0,-5.626163419E0,-2.564318059E0,6.302707043E0,0
1.042808379E1,-1.027315152E0,-5.913714867E0,-2.061510723E0,6.346434149E0,0
1.043800946E1,-1.096571621E0,-6.121519064E0,-1.396719140E0,6.373875534E0,0
1.044793446E1,-1.246426695E0,-6.226677729E0,-6.703002441E-1,6.385483338E0,0
