Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),WalkingJumping
4.798706196E1,4.515939134E-1,-1.988381935E0,-1.873394101E0,2.768971874E0,0
4.799698596E1,8.543553170E-2,-6.680426341E-1,-1.784792411E0,1.907633126E0,0
4.800690996E1,8.900383160E-2,-3.345852810E-1,-9.162984538E-1,9.795263390E-1,0
4.801683396E1,5.226083841E-1,-3.793299294E-1,6.692880911E-1,9.300307883E-1,0
4.802675696E1,7.816590044E-1,-7.259522885E-1,1.435692587E0,1.788633760E0,0
4.803668096E1,9.811154240E-1,-8.680986857E-1,1.586102854E0,2.057159466E0,0
4.804660496E1,9.085625875E-1,-9.335991955E-1,1.979155029E0,2.369419351E0,0
4.805652896E1,7.067417000E-1,-1.138268116E0,2.186956741E0,2.564745196E0,0
4.806645296E1,2.255146824E-1,-1.423830341E0,1.575522902E0,2.135514487E0,0
4.807637596E1,-4.593575540E-1,-1.681345226E0,4.876566160E-1,1.809900579E0,0
4.808629996E1,-1.018691313E0,-1.863263215E0,-6.595776931E-1,2.223628686E0,0
4.809622396E1,-1.079542044E0,-2.103231776E0,-1.162176211E0,2.634321254E0,0
4.810614796E1,-7.972838610E-1,-2.268410940E0,-7.653478309E-1,2.523312714E0,0
4.811607196E1,-6.938659850E-1,-2.467661245E0,-5.893503673E-2,2.564034978E0,0
4.812599496E1,-1.040404802E0,-2.201878397E0,7.734169154E-1,2.555168165E0,0
4.813591896E1,-1.743639123E0,-9.298283261E-1,1.628627315E0,2.560719633E0,0
4.814584296E1,-2.013444125E0,6.792429757E-1,2.332324516E0,3.155164958E0,0
4.815576696E1,-1.837956758E0,1.497235116E0,2.926437879E0,3.766143478E0,0
4.816569096E1,-1.481215646E0,1.255572032E0,3.182694443E0,3.728271025E0,0
4.817561396E1,-1.161033957E0,-4.838588494E-1,3.285492880E0,3.518036768E0,0
4.818553796E1,-8.823464499E-1,-2.389166468E0,2.911260553E0,3.868086049E0,0
4.819546196E1,-8.990125494E-1,-2.583747772E0,1.920657876E0,3.342589234E0,0
4.820538596E1,-9.370294645E-1,-1.448481617E0,9.863454661E-1,1.987209247E0,0
4.821530996E1,-7.890944700E-1,1.318821949E-1,1.262804161E0,1.494903791E0,0
4.822523296E1,-1.080615592E0,1.613612249E0,1.405986392E0,2.397555481E0,0
4.823515696E1,-1.779145609E0,2.976316382E0,1.468156328E0,3.765541304E0,0
4.824508096E1,-1.896248966E0,3.981189044E0,2.575420752E0,5.106703280E0,0
4.825500496E1,-1.347639366E0,4.335331507E0,4.406338924E0,6.326693753E0,0
4.826492896E1,-9.805513139E-1,4.287271487E0,6.236857731E0,7.631551090E0,0
4.827485196E1,-1.341017979E0,4.365627685E0,6.900148333E0,8.274604603E0,0
4.828477596E1,-2.203739273E0,4.938592254E0,5.892231027E0,7.997783862E0,0
4.829469996E1,-3.670665055E0,5.463903769E0,4.137565809E0,7.774797565E0,0
4.830462396E1,-5.340727494E0,4.816419361E0,3.077881933E0,7.822699203E0,0
4.831454796E1,-6.075583338E0,3.246565919E0,3.104670075E0,7.555916849E0,0
4.832447096E1,-5.914903021E0,2.869868406E0,3.057695298E0,7.250636038E0,0
4.833439496E1,-4.689162898E0,4.587837667E0,2.527705718E0,7.030348451E0,0
4.834431896E1,-2.683307728E0,6.782634501E0,2.797426082E0,7.812161278E0,0
4.835424296E1,-7.367526805E-1,6.946389284E0,2.481598084E0,7.413059938E0,0
4.836416696E1,8.981964243E-1,5.837184754E0,5.093147758E-1,5.927806020E0,0
4.837408996E1,2.100592927E0,4.220373493E0,-1.603941540E0,4.979625641E0,0
4.838401396E1,3.107823186E0,2.889441960E0,-3.234609532E0,5.335741619E0,0
4.839393796E1,4.248688927E0,2.005919489E0,-3.614352275E0,5.927783141E0,0
4.840386196E1,4.844115867E0,2.450657542E0,-2.459906083E0,5.960060307E0,0
4.841378596E1,4.160774285E0,4.385997046E0,-6.351309961E-1,6.078848914E0,0
4.842370896E1,3.317599649E0,6.340367482E0,7.003963747E-1,7.190082219E0,0
4.843363296E1,2.707931815E0,7.647437696E0,8.127161980E-1,8.153324822E0,0
4.844355696E1,1.905478065E0,7.577643576E0,4.397860461E-1,7.825914681E0,0
4.845348096E1,8.204191737E-1,6.192311888E0,1.945301405E-1,6.249452465E0,0
4.846340496E1,-2.408172843E-1,4.392007399E0,2.626773924E-1,4.406440896E0,0
4.847332796E1,-2.384597600E-1,2.728957525E0,-5.061738709E-1,2.785728670E0,0
4.848325196E1,5.173619333E-1,1.763892708E0,-1.845430377E0,2.604725347E0,0
4.849317596E1,1.171365403E0,1.849189551E0,-2.534599878E0,3.348999171E0,0
4.850309996E1,1.429283454E0,1.651797491E0,-3.641834773E0,4.246674777E0,0
4.851302396E1,1.186951302E0,3.654550713E-1,-5.338255291E0,5.480819314E0,0
4.852294696E1,4.326294562E-1,-2.555332643E-1,-5.763864763E0,5.785724025E0,0
4.853287096E1,-4.166164907E-1,-6.401169169E-1,-5.514782732E0,5.567418391E0,0
4.854279496E1,-1.123060531E0,-1.407367505E0,-5.128939004E0,5.435803856E0,0
4.855271896E1,-1.690497288E0,-2.481869395E0,-4.597121584E0,5.490991134E0,0
4.856264296E1,-1.806429448E0,-3.232656562E0,-4.198292068E0,5.598116834E0,0
4.857256596E1,-1.739347267E0,-3.574892925E0,-3.921732801E0,5.584368944E0,0
4.858248996E1,-1.684433433E0,-4.432178355E0,-4.226572126E0,6.351805483E0,0
4.859241396E1,-1.419454577E0,-5.459294409E0,-5.152289860E0,7.639688314E0,0
4.860233796E1,-8.663281488E-1,-5.892164369E0,-5.828528536E0,8.333058880E0,0
4.861226196E1,-3.766030803E-1,-6.106215146E0,-6.197741028E0,8.708598460E0,0
4.862218496E1,2.455785258E-1,-6.426730272E0,-6.295752057E0,8.999981376E0,0
4.863210896E1,7.478430945E-1,-6.485374922E0,-6.073936177E0,8.916953395E0,0
4.864203296E1,1.121715964E0,-6.496712088E0,-5.633324504E0,8.671785262E0,0
4.865195696E1,1.195985981E0,-6.619759725E0,-5.153439422E0,8.474050930E0,0
4.866188096E1,9.314795798E-1,-6.659405016E0,-4.699640524E0,8.203776596E0,0
4.867180396E1,6.130232584E-1,-6.643427500E0,-4.188438340E0,7.877432461E0,0
4.868172796E1,2.819338815E-1,-6.614267435E0,-3.599836562E0,7.535704592E0,0
4.869165196E1,1.245306368E-1,-6.574557824E0,-2.977311578E0,7.218358726E0,0
4.870157596E1,2.068449613E-1,-6.297427284E0,-2.365085295E0,6.730081997E0,0
4.871149996E1,3.932441099E-1,-6.030738117E0,-1.598756813E0,6.251437156E0,0
4.872142296E1,4.644681667E-1,-5.549275457E0,-7.233865303E-1,5.615467643E0,0
4.873134696E1,5.105059268E-1,-4.573720150E0,2.843392798E-1,4.610898084E0,0
4.874127021E1,6.695288502E-1,-3.193750944E0,1.747553834E0,3.701656166E0,0
4.875119421E1,9.288958414E-1,-1.368298749E0,4.030914643E0,4.356989994E0,0
4.876111821E1,1.764194717E0,7.774972486E-1,6.926498226E0,7.189802685E0,0
4.877104121E1,3.322483536E0,3.674851661E0,9.403991565E0,1.062913397E1,0
4.878096521E1,3.249230495E0,8.747020633E0,1.049054457E1,1.403992144E1,0
4.879088921E1,2.426598881E0,1.509549703E1,1.150233624E1,1.913285530E1,0
4.880081321E1,2.417660389E0,1.912754516E1,1.031470125E1,2.186552372E1,0
4.881073721E1,1.708436400E0,1.812880681E1,6.410026531E0,1.930442518E1,0
4.882066021E1,5.240343373E-1,1.111977865E1,3.617436097E0,1.170512422E1,0
4.883058421E1,-1.937761420E-1,3.353081138E0,2.017582930E0,3.918079018E0,0
4.884050821E1,3.899706924E-1,-2.149982019E0,9.326841062E-1,2.375794491E0,0
4.885043221E1,1.867918914E0,-6.584062473E0,-1.350481698E-1,6.845234673E0,0
4.886035621E1,2.346000422E0,-9.804484321E0,-1.165157999E0,1.014836065E1,0
4.887027921E1,1.564812411E0,-1.138248469E1,-1.324138822E0,1.156559290E1,0
4.888020321E1,1.018587890E-1,-9.485473099E0,2.013786918E-1,9.488157277E0,0
4.889012721E1,-7.145983113E-1,-4.118036109E0,2.303578726E0,4.772352365E0,0
4.890005121E1,-5.133815874E-1,1.437846116E0,2.283643522E0,2.746996513E0,0
4.890997521E1,-5.951268317E-1,7.863316898E0,6.197127655E-1,7.910118362E0,0
4.891989821E1,-8.970963438E-1,1.491707393E1,-1.366157498E0,1.500634075E1,0
4.892982221E1,-2.317613360E0,1.959346650E1,-1.184725121E0,1.976559726E1,0
4.893974621E1,-3.182017628E0,1.692259756E1,-1.749628718E0,1.730782323E1,0
4.894967021E1,-7.343041590E-1,4.384936361E0,-6.465897846E0,7.846955106E0,0
4.895959421E1,5.695537709E0,-7.088912827E0,-1.062875754E1,1.398793486E1,0
4.896951721E1,1.155917702E1,-1.458225417E1,-1.001668738E1,2.113269354E1,0
4.897944121E1,1.392721282E1,-1.719285587E1,-6.796897615E0,2.314647634E1,0
4.898936521E1,1.071858598E1,-1.374503463E1,-9.626113254E-1,1.745682339E1,0
4.899928921E1,3.257609555E0,-7.903044051E0,3.710963188E0,9.318871877E0,0
4.900921321E1,-3.219603238E0,-1.857857464E0,9.125193983E-1,3.827554182E0,0
4.901913621E1,-5.901142184E0,2.820496856E0,-6.084120272E0,8.932815966E0,0
4.902906021E1,-5.421565835E0,5.073340169E0,-1.147871933E1,1.367088710E1,0
4.903898421E1,-3.679844891E0,5.560406216E0,-1.064072913E1,1.255724859E1,0
4.904890821E1,-2.673713032E0,6.607103426E0,-4.655630578E0,8.513369083E0,0
4.905883221E1,-3.420052807E0,6.864494936E0,2.055501831E0,7.939971014E0,0
4.906875521E1,-4.716993890E0,5.141660206E0,1.339449025E0,7.104985906E0,0
4.907867921E1,-4.845807174E0,2.598299738E0,-1.796568119E0,5.784519487E0,0
4.908860321E1,-3.581899059E0,8.114321494E-1,-1.822143840E0,4.099833067E0,0
4.909852721E1,-1.002791052E0,-8.624806809E-1,-5.802734421E-1,1.444361481E0,0
4.910845121E1,1.042547587E0,-2.651011217E0,-1.560290028E-1,2.852912721E0,0
4.911837421E1,1.370749024E0,-3.492160671E0,-2.790525929E-1,3.761915654E0,0
4.912829821E1,9.609675269E-1,-3.610559186E0,-1.133170586E0,3.904314511E0,0
4.913822221E1,3.144737828E-1,-3.248352243E0,-1.527839443E0,3.603467694E0,0
4.914814621E1,-2.037769456E-1,-2.145442826E0,-9.921385950E-1,2.372506892E0,0
4.915807021E1,-2.695528409E-1,-6.636063516E-1,-6.315858293E-1,9.549517180E-1,0
4.916799321E1,1.470570351E-1,4.290055346E-1,3.721998346E-1,5.866892169E-1,0
4.917791721E1,7.113395119E-1,2.765464032E-1,1.953022653E0,2.096849851E0,0
4.918784121E1,4.687986146E-1,-6.524562961E-1,2.345486598E0,2.479269800E0,0
4.919776521E1,6.133124033E-1,-1.095361832E0,2.145618242E0,2.485889637E0,0
4.920768921E1,8.443101659E-1,-1.488032768E0,2.159215357E0,2.754870620E0,0
4.921761221E1,7.692322093E-1,-2.136177912E0,1.648566320E0,2.805841260E0,0
4.922753621E1,3.901426371E-1,-2.375129642E0,3.033382722E-1,2.425997981E0,0
4.923746021E1,1.221863419E-2,-2.428747441E0,-1.160085247E0,2.691609408E0,0
4.924738421E1,4.726450592E-2,-2.331762013E0,-1.704954529E0,2.888982168E0,0
4.925730821E1,2.798965654E-1,-2.307979048E0,-7.761383557E-1,2.451020221E0,0
4.926723121E1,1.258858752E-1,-2.538959854E0,7.382659400E-1,2.647111821E0,0
4.927715521E1,-6.457474932E-1,-2.049832664E0,1.864099367E0,2.844937648E0,0
4.928707921E1,-1.645532200E0,-6.114065033E-1,2.745951873E0,3.259117338E0,0
4.929700321E1,-2.282880460E0,3.921745080E-1,3.540428267E0,4.230836365E0,0
4.930692721E1,-2.560409488E0,4.125824600E-1,3.973413124E0,4.744884918E0,0
4.931685021E1,-2.674097486E0,-1.393233615E-1,3.903244489E0,4.733447571E0,0
4.932677421E1,-2.227469321E0,-6.630409259E-1,3.541775465E0,4.236203051E0,0
4.933669821E1,-9.834949484E-1,-7.479717332E-1,2.791719199E0,3.052936310E0,0
4.934662221E1,1.891151802E-1,-5.734615821E-1,1.961375693E0,2.052222538E0,0
4.935654621E1,5.348643308E-1,-4.099336714E-1,1.840498981E0,1.959990298E0,0
4.936646921E1,-2.448081551E-1,5.099900562E-1,2.213633932E0,2.284774841E0,0
4.937639321E1,-1.199556291E0,1.833051821E0,1.624115603E0,2.727043411E0,0
4.938631721E1,-1.470104913E0,3.066096870E0,1.646439103E0,3.777951852E0,0
4.939624121E1,-9.630313016E-1,3.953262157E0,3.711290632E0,5.507212464E0,0
4.940616521E1,-6.465743626E-1,4.222638119E0,6.181736029E0,7.514159396E0,0
4.941608821E1,-7.806772569E-1,4.351633544E0,7.450163165E0,8.663203949E0,0
4.942601221E1,-1.237115296E0,4.765331653E0,6.953163283E0,8.519701853E0,0
4.943593621E1,-2.233498970E0,4.997114697E0,5.405930965E0,7.693098370E0,0
4.944586021E1,-4.228693788E0,4.468553299E0,3.829781241E0,7.246864432E0,0
4.945578421E1,-6.065966422E0,2.737830091E0,3.146328270E0,7.361456637E0,0
4.946570721E1,-6.514260752E0,1.864070715E0,3.329778814E0,7.549687392E0,0
4.947563121E1,-5.716926824E0,4.131495230E0,3.267385807E0,7.773565151E0,0
4.948555521E1,-4.248767572E0,6.602799876E0,2.688985959E0,8.299375734E0,0
4.949547921E1,-2.373628662E0,7.708295517E0,2.328880506E0,8.394975712E0,0
4.950540321E1,-7.690089919E-1,6.912656112E0,9.142754634E-1,7.015132855E0,0
4.951532621E1,4.176324078E-1,5.058727977E0,-1.484125074E0,5.288456562E0,0
4.952525021E1,1.635839563E0,3.264982309E0,-3.353352449E0,4.957928318E0,0
4.953517421E1,3.062512235E0,2.577412899E0,-3.586887903E0,5.374737507E0,0
4.954509821E1,4.310999196E0,3.140440124E0,-2.193481210E0,5.767012924E0,0
4.955502221E1,4.258485937E0,4.845842550E0,-6.172157121E-1,6.480574645E0,0
4.956494521E1,3.294345565E0,6.551847239E0,1.008522493E0,7.402468004E0,0
4.957486921E1,2.153640330E0,7.607276680E0,1.999605081E0,8.155197462E0,0
4.958479321E1,1.289054943E0,7.311053227E0,1.463431778E0,7.566689798E0,0
4.959471721E1,1.062474460E0,5.774344727E0,6.840715333E-1,5.910995083E0,0
4.960464121E1,1.253040773E0,4.184106138E0,1.241198699E-1,4.369469200E0,0
4.961456421E1,1.483635955E0,3.359927643E0,-3.023231225E-1,3.685334270E0,0
4.962448821E1,1.996698138E0,2.650549287E0,-9.464373422E-1,3.450791014E0,0
4.963441221E1,2.872463693E0,2.516348087E0,-1.584469142E0,4.134440448E0,0
4.964433621E1,3.134376562E0,2.905460408E0,-3.172449537E0,5.322635877E0,0
4.965426021E1,2.669715875E0,2.714526013E0,-4.539297591E0,5.924631377E0,0
4.966418321E1,2.086243275E0,1.854221665E0,-5.628412843E0,6.282482003E0,0
4.967410721E1,1.247245597E0,7.777434164E-1,-6.048134168E0,6.224181337E0,0
4.968403121E1,2.947718820E-1,-3.677717382E-1,-5.632661430E0,5.652346530E0,0
4.969395521E1,-5.863833074E-1,-1.631367320E0,-4.449123878E0,4.774924921E0,0
4.970387921E1,-1.269574652E0,-2.636267463E0,-4.491549813E0,5.360573258E0,0
4.971380221E1,-1.587570359E0,-3.062379795E0,-4.447885730E0,5.628697640E0,0
4.972372621E1,-2.094112312E0,-3.100970834E0,-5.000431237E0,6.245449467E0,0
4.973365021E1,-2.130071957E0,-3.998130181E0,-5.739332770E0,7.311784470E0,0
4.974357433E1,-1.709195807E0,-5.265453363E0,-6.084226692E0,8.225822990E0,0
4.975349833E1,-1.048990415E0,-6.160749203E0,-6.023215674E0,8.679535626E0,0
4.976342133E1,-1.623239690E-1,-6.681204021E0,-6.161106468E0,9.089778278E0,0
4.977334533E1,6.062656313E-1,-7.056100591E0,-6.094520715E0,9.343409245E0,0
4.978326933E1,9.169087569E-1,-6.825775843E0,-5.786998102E0,8.995625857E0,0
4.979319333E1,9.611867975E-1,-6.904798624E0,-5.702138631E0,9.006359368E0,0
4.980311733E1,7.665913144E-1,-7.106255668E0,-5.464249924E0,8.996919423E0,0
4.981304033E1,3.209296936E-1,-7.198124197E0,-5.221629066E0,8.898392997E0,0
4.982296433E1,-6.334135227E-1,-7.328818238E0,-4.789415165E0,8.777886253E0,0
4.983288833E1,-1.714417516E0,-7.385902850E0,-4.304623977E0,8.718977917E0,0
4.984281233E1,-2.286419926E0,-7.298302204E0,-3.765748968E0,8.524892752E0,0
4.985273633E1,-2.207254912E0,-7.085833098E0,-2.777970641E0,7.924526852E0,0
4.986265933E1,-1.761664919E0,-6.684566755E0,-1.650500579E0,7.107112504E0,0
4.987258333E1,-1.230879533E0,-5.831258601E0,-3.302577567E-1,5.968895332E0,0
4.988250733E1,-5.239977922E-1,-4.432808685E0,1.526227950E0,4.717386806E0,0
4.989243133E1,7.251623297E-1,-2.641542821E0,3.966428917E0,4.820390776E0,0
4.990235533E1,3.249820479E0,-7.245220596E-1,7.021492091E0,7.770946953E0,0
4.991227833E1,5.409006016E0,2.356648933E0,1.069285823E1,1.221263106E1,0
4.992220233E1,3.810949699E0,9.018384649E0,1.363844340E1,1.678873842E1,0
4.993212633E1,2.110342575E0,1.727882631E1,1.503577591E1,2.300186822E1,0
4.994205033E1,3.073849401E0,2.079352215E1,1.109015665E1,2.376574611E1,0
4.995197433E1,2.150950757E0,1.823313166E1,3.533278291E0,1.869646317E1,0
4.996189733E1,-1.577075922E-1,1.008619557E1,1.262289314E0,1.016609990E1,0
4.997182133E1,-6.722257322E-1,2.568204703E0,9.485177815E-1,2.819086521E0,0
4.998174533E1,8.841131862E-1,-2.187172065E0,-3.074372435E-1,2.379053473E0,0
4.999166933E1,2.730166145E0,-5.950614890E0,-2.017928793E0,6.850960616E0,0
5.000159333E1,3.677501619E0,-1.009702111E1,-3.306812121E0,1.124316947E1,0
5.001151633E1,4.604199054E0,-1.375109819E1,-1.884783307E0,1.462339764E1,0
5.002144033E1,4.802118241E0,-1.310590823E1,7.583932257E-1,1.397856683E1,0
5.003136433E1,4.451309860E0,-6.593095837E0,1.861345620E0,8.169925318E0,0
5.004128833E1,3.869928809E0,1.188713799E0,3.876101714E-1,4.066894531E0,0
5.005121233E1,1.217769052E0,1.057023861E1,-2.182148137E0,1.086161480E1,0
5.006113533E1,-1.804381168E0,2.148132311E1,-1.787803727E-1,2.155771315E1,0
5.007105933E1,-4.510543908E0,2.947044636E1,4.451387628E0,3.014410501E1,0
5.008098333E1,-5.602091017E0,1.872198111E1,-4.476979136E0,2.004842494E1,0
5.009090733E1,4.491753589E-1,-1.329891313E0,-1.451296467E1,1.458068972E1,0
5.010083133E1,8.961804067E0,-1.254906034E1,-1.219005651E1,1.965681371E1,0
5.011075533E1,1.103276857E1,-1.959825537E1,-3.141295572E0,2.270861805E1,0
5.012067833E1,3.051824109E0,-1.764248921E1,2.662323825E0,1.810135420E1,0
5.013060233E1,-4.721110330E0,-7.597003707E0,2.674922236E0,9.335874734E0,0
5.014052633E1,-6.708605243E0,-1.131945521E0,-3.588614878E0,7.691868545E0,0
5.015045033E1,-5.570857530E0,1.260791257E0,-1.084393975E1,1.225622608E1,0
5.016037433E1,-3.136966001E0,3.305820433E0,-1.109136118E1,1.199113411E1,0
5.017029733E1,-2.076538359E0,5.798687856E0,-5.658287437E0,8.363791552E0,0
5.018022133E1,-3.093097266E0,7.779976534E0,1.086804139E0,8.442536870E0,0
5.019014533E1,-4.144851440E0,7.695913453E0,2.311931474E0,9.041675977E0,0
5.020006933E1,-3.978648428E0,5.587404565E0,-6.717977160E-1,6.892027660E0,0
5.020999333E1,-3.863663225E0,3.296085404E0,-1.008908409E0,5.177834362E0,0
5.021991633E1,-3.387110179E0,1.323767524E0,-7.377006604E-1,3.710670840E0,0
5.022984033E1,-1.521819588E0,-6.680379564E-1,-1.193917236E0,2.046374340E0,0
5.023976433E1,2.976582138E-1,-1.868699371E0,-1.566563213E0,2.456574455E0,0
5.024968833E1,1.263374849E0,-2.578208120E0,-1.731676451E0,3.352905672E0,0
5.025961233E1,1.845848160E0,-3.081675022E0,-1.732235298E0,3.988046577E0,0
5.026953533E1,1.899113810E0,-3.502093336E0,-2.118793702E0,4.512269689E0,0
5.027945933E1,1.626263431E0,-3.192442337E0,-1.893467592E0,4.052362316E0,0
5.028938333E1,1.387290944E0,-2.075600173E0,-4.292604733E-1,2.533171292E0,0
5.029930733E1,8.324369560E-1,-1.327849465E0,1.106381494E0,1.918388777E0,0
5.030923133E1,4.754703607E-1,-1.192522091E0,1.604894051E0,2.055204592E0,0
5.031915433E1,1.483540937E-1,-1.174169435E0,1.503395158E0,1.913342573E0,0
5.032907833E1,5.482252186E-1,-8.671736562E-1,1.760969685E0,2.038027299E0,0
5.033900233E1,5.083703043E-1,-1.076013395E0,2.168870280E0,2.473912586E0,0
5.034892633E1,-1.220418426E-1,-1.471755874E0,1.581681190E0,2.163948925E0,0
5.035885033E1,-8.369003550E-1,-1.920785784E0,4.092525438E-1,2.134785206E0,0
5.036877333E1,-1.279313774E0,-2.531770703E0,-6.036829162E-1,2.900162011E0,0
5.037869733E1,-1.436062423E0,-2.584969840E0,-1.439904921E0,3.289022733E0,0
5.038862133E1,-1.083064845E0,-2.396684818E0,-1.534240390E0,3.044835160E0,0
5.039854533E1,-3.652093421E-1,-2.421019760E0,-5.916913001E-1,2.518891252E0,0
5.040846933E1,1.900707614E-1,-2.407150750E0,9.195074058E-1,2.583794786E0,0
5.041839233E1,-2.641015548E-1,-1.871475629E0,2.380650730E0,3.039682312E0,0
5.042831633E1,-1.360323585E0,-1.618503445E-1,3.555931574E0,3.810685654E0,0
5.043824033E1,-2.231188881E0,1.019522860E0,4.308705626E0,4.958081771E0,0
5.044816433E1,-2.523172664E0,1.132069482E0,4.445870780E0,5.235814034E0,0
5.045808833E1,-2.211891023E0,2.087976390E-1,4.030074105E0,4.601907827E0,0
5.046801133E1,-1.586817238E0,-1.398201410E0,3.479164942E0,4.071553121E0,0
5.047793533E1,-8.910364357E-1,-1.706733252E0,2.722962960E0,3.334878049E0,0
5.048785933E1,-7.232242700E-1,-2.435850638E-1,1.570137616E0,1.745771796E0,0
5.049778333E1,-1.055104483E0,1.363080693E0,1.095803443E0,2.042552235E0,0
5.050770733E1,-1.466915110E0,2.491643600E0,2.339584565E0,3.719379479E0,0
5.051763033E1,-2.078006741E0,3.092454364E0,3.360733097E0,5.017560459E0,0
5.052755433E1,-2.730860794E0,3.509692962E0,3.457195783E0,5.632738947E0,0
5.053747833E1,-2.782149646E0,4.182157845E0,4.314019575E0,6.621296383E0,0
5.054740233E1,-2.639686330E0,4.451734952E0,5.803929884E0,7.776341692E0,0
5.055732633E1,-2.722603064E0,4.341476346E0,6.521448149E0,8.293990009E0,0
5.056724933E1,-3.152729802E0,4.421642842E0,6.282592313E0,8.304311940E0,0
5.057717333E1,-4.616498087E0,4.851799108E0,5.090934441E0,8.412468286E0,0
5.058709733E1,-6.865420550E0,4.783944510E0,3.155952203E0,8.943162679E0,0
5.059702133E1,-8.378265978E0,3.445163675E0,2.061275665E0,9.290497883E0,0
5.060694533E1,-8.512366022E0,2.810354276E0,1.626552430E0,9.110660747E0,0
5.061686833E1,-6.937842994E0,4.852031243E0,1.345043203E0,8.572340043E0,0
5.062679233E1,-4.033193010E0,7.253383309E0,1.786354787E0,8.489362680E0,0
5.063671633E1,-1.236534668E0,8.205348024E0,1.742911437E0,8.479062121E0,0
5.064664033E1,1.094040069E0,7.502214494E0,5.249162436E-2,7.581747909E0,0
5.065656433E1,2.779163473E0,5.395937489E0,-1.966727503E0,6.380274921E0,0
5.066648833E1,3.476995917E0,3.278634973E0,-3.035651003E0,5.661636239E0,0
5.067641133E1,4.461840988E0,2.261915853E0,-2.680630288E0,5.675391358E0,0
5.068633533E1,4.627269828E0,3.328694156E0,-1.628505692E0,5.928225842E0,0
5.069625933E1,3.495073169E0,5.125549373E0,-5.148175174E-1,6.225096779E0,0
5.070618333E1,2.027063898E0,6.745415804E0,6.988674009E-1,7.077996755E0,0
5.071610733E1,8.121483602E-1,7.609257132E0,1.262271772E0,7.755882225E0,0
5.072603033E1,1.335570567E-1,6.758843350E0,1.365287433E0,6.896652137E0,0
5.073595433E1,-3.840889782E-2,5.223923514E0,9.201950383E-1,5.304489705E0,0
5.074587825E1,1.849765941E-1,4.157683155E0,-4.170627429E-1,4.182641138E0,0
5.075580225E1,7.181164348E-1,3.288750072E0,-1.416169903E0,3.652000197E0,0
5.076572625E1,1.467670425E0,2.982354217E0,-1.748626944E0,3.755820728E0,0
5.077564925E1,2.419536029E0,3.366842560E0,-2.123469866E0,4.658208636E0,0
5.078557325E1,2.438224900E0,3.265391030E0,-3.741653469E0,5.532421705E0,0
5.079549725E1,1.529040754E0,2.441225399E0,-5.171851135E0,5.919931692E0,0
5.080542125E1,6.626620263E-1,1.425867510E0,-7.090307972E0,7.262553701E0,0
5.081534525E1,-4.251893494E-1,1.173740834E-1,-7.329190121E0,7.342451259E0,0
5.082526825E1,-1.261264881E0,-1.244102719E0,-6.108831775E0,6.360535067E0,0
5.083519225E1,-1.475356590E0,-2.500522013E0,-5.350036846E0,6.087050325E0,0
5.084511625E1,-2.365715918E0,-3.589961200E0,-5.411682871E0,6.911638352E0,0
5.085504025E1,-3.142314449E0,-4.302618674E0,-5.421882169E0,7.601544173E0,0
5.086496425E1,-3.170258585E0,-5.212775213E0,-5.395158055E0,8.144402701E0,0
5.087488725E1,-2.515903991E0,-6.214713156E0,-6.123211833E0,9.079986545E0,0
5.088481125E1,-1.708930635E0,-6.851530489E0,-6.742499213E0,9.763462992E0,0
5.089473525E1,-6.769419502E-1,-7.150135514E0,-7.316475935E0,1.025248791E1,0
5.090465925E1,3.218643710E-1,-7.120032293E0,-7.508960427E0,1.035291955E1,0
5.091458325E1,9.971699779E-1,-7.009968399E0,-7.038349029E0,9.983604658E0,0
5.092450625E1,1.331337183E0,-6.779958231E0,-6.622414945E0,9.570615028E0,0
5.093443025E1,1.428067525E0,-6.812948222E0,-6.605468545E0,9.596241714E0,0
5.094435425E1,1.304793163E0,-6.945400520E0,-6.425223445E0,9.551155422E0,0
5.095427825E1,8.974585788E-1,-7.076240156E0,-6.020366326E0,9.333992573E0,0
5.096420225E1,1.964578213E-1,-7.321898058E0,-5.347439513E0,9.068842053E0,0
5.097412525E1,-3.351707335E-1,-7.475456466E0,-4.340486120E0,8.650699888E0,0
5.098404925E1,-4.592388555E-1,-7.326522036E0,-3.372490386E0,8.078521949E0,0
5.099397325E1,-2.763340031E-1,-6.807488676E0,-2.423224453E0,7.231201789E0,0
5.100389725E1,1.449087681E-1,-5.436186798E0,-9.567646945E-1,5.521641434E0,0
5.101382125E1,7.668975623E-1,-3.619945722E0,1.365492670E0,3.944199428E0,0
5.102374425E1,1.405800159E0,-1.810303228E0,4.668092456E0,5.200438351E0,0
5.103366825E1,1.944435724E0,4.592198521E-1,7.898521230E0,8.147291008E0,0
5.104359225E1,1.547245767E0,4.778054609E0,1.151339449E1,1.256113164E1,0
5.105351625E1,9.301890993E-1,1.206064593E1,1.481830744E1,1.912868702E1,0
5.106344025E1,2.364710927E0,1.952812270E1,1.439674775E1,2.437633647E1,0
5.107336425E1,3.745386624E0,2.205530685E1,8.968867503E0,2.410197223E1,0
5.108328725E1,2.016396676E0,1.764853874E1,3.430007107E0,1.809148208E1,0
5.109321125E1,-3.348112759E-1,8.523808438E0,2.619409356E0,8.923492268E0,0
