"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.679798792E0,-6.114763191E0,-3.931430992E-1,-1.698448040E0,6.358428746E0
1.689758792E0,-5.198222077E0,6.095634609E-2,-1.962380537E0,5.556632597E0
1.699718792E0,-4.435397247E0,1.931045893E-1,-3.255869424E0,5.505517580E0
1.709678792E0,-3.511018526E0,-1.109025021E0,-3.693956269E0,5.215601643E0
1.719638792E0,-2.318753713E0,-3.260193147E0,-5.395193138E0,6.716664882E0
1.729598792E0,-2.411854250E0,-3.319548818E0,-4.693443060E0,6.234168191E0
1.739558792E0,-2.231599794E0,-2.720308324E0,-2.303375536E0,4.205431473E0
1.749519792E0,-1.236152844E0,-2.688130512E0,1.597018875E0,3.362229735E0
1.759479792E0,2.352200371E-1,-2.589540609E0,4.246972477E0,4.979741384E0
1.769439792E0,2.892292478E0,-2.093264027E0,3.157439734E0,4.766186709E0
1.779399792E0,4.356262200E0,-2.052097875E0,1.937518761E0,5.190578483E0
1.789359792E0,4.810657514E0,-1.229754821E0,2.687389085E0,5.645952775E0
1.799319792E0,4.888873379E0,-9.108687294E-1,6.282533841E0,8.012552416E0
1.809279792E0,4.430330050E0,-9.452199519E-1,5.729222349E0,7.303783529E0
1.819239792E0,3.948823535E0,-8.984989446E-1,5.403404383E0,6.752576293E0
1.829199792E0,4.150393431E0,-5.837474191E-1,5.552573286E0,6.956838131E0
1.839159792E0,4.062667655E0,8.155871809E-1,5.497826976E0,6.884515406E0
1.849120792E0,5.184997430E0,1.185117177E0,6.261209046E0,8.215317388E0
1.859080792E0,7.478012869E0,9.746343702E-1,4.128251195E0,8.597269715E0
1.869040792E0,7.646820230E0,-1.064725345E-1,1.577161292E0,7.808497537E0
1.879000792E0,7.338700032E0,-3.436407470E0,9.769235551E-1,8.162094957E0
1.888960792E0,6.856811695E0,-5.567744472E0,-7.642274313E-1,8.865646546E0
1.898920792E0,5.913845260E0,-2.381987257E0,6.923291905E-1,6.413014015E0
1.908880792E0,5.057709977E0,3.311664725E0,2.018395986E0,6.373497926E0
1.918840792E0,2.616471714E0,5.529651616E0,4.206186978E0,7.423946398E0
1.928800792E0,-1.873834981E0,7.109754642E0,4.709764978E0,8.731652464E0
1.938760792E0,-8.782302148E0,1.008229899E1,4.094306354E0,1.398373800E1
1.948720792E0,-1.639939806E1,1.224984195E1,4.173758613E0,2.089064732E1
1.958681792E0,-1.788576145E1,7.220406182E0,-2.928025398E-1,1.929042408E1
1.968641792E0,-1.260104677E1,4.434750837E0,-5.559416867E0,1.446929544E1
1.978601792E0,-8.765708334E0,3.869461616E0,-7.309922376E0,1.205177750E1
1.988561792E0,-5.878676012E0,3.171090936E0,-5.450904239E0,8.621311177E0
1.998521792E0,-1.552449204E0,1.827094385E0,-1.681988858E0,2.928729920E0
2.008481792E0,2.326314163E0,1.327693929E0,1.385966696E0,3.015860148E0
2.018441792E0,3.489217182E0,1.111898342E0,3.450234965E0,5.031408926E0
2.028401792E0,2.993096722E0,1.926783857E0,4.811139325E0,5.984829624E0
2.038361792E0,1.051232895E0,2.270870279E0,5.134419014E0,5.711759890E0
2.048321792E0,-2.826204908E-1,2.676087294E0,5.776355585E0,6.372409387E0
2.058282792E0,2.407316226E-1,1.507917102E0,6.682878079E0,6.855116711E0
2.068242792E0,1.376367906E0,-1.569337717E0,7.419626082E0,7.707662465E0
2.078202792E0,4.067958800E0,-3.513884539E0,-3.519386476E0,6.425087900E0
2.088162792E0,2.699700397E0,-1.173934962E0,-8.209313021E0,8.721199791E0
2.098122792E0,-1.066896417E0,-2.985514053E0,-3.733330250E0,4.897889022E0
2.108082792E0,-3.130419166E0,-5.038586074E0,-6.718046157E0,8.962087812E0
2.118042792E0,-2.816449413E0,-3.707380307E0,-5.593968065E0,7.278017226E0
2.128002792E0,-4.433475852E0,-3.398588848E0,-3.252621295E0,6.464182824E0
2.137962792E0,-3.790579754E0,-1.990816716E0,-1.233908098E0,4.455824869E0
2.147922792E0,-2.796688163E0,4.842374566E-1,3.425743318E0,4.448782741E0
2.157880208E0,-1.409116407E0,1.943112499E0,7.817945428E0,8.178115061E0
2.167840208E0,-6.141488475E-1,2.347055114E0,9.284748126E0,9.596478223E0
2.177800208E0,2.876005644E-1,2.392381852E0,9.393424476E0,9.697557858E0
2.187760208E0,1.355132573E0,1.582560611E0,8.143635340E0,8.405931176E0
2.197720208E0,2.914477984E0,3.142089039E-1,5.312850308E0,6.067889876E0
2.207680208E0,4.813289346E0,-1.065320007E0,2.843824908E0,5.691221411E0
2.217640208E0,7.218176638E0,-3.169591418E0,3.177810557E0,8.499815508E0
2.227600208E0,9.141198982E0,-4.957619678E0,5.353226502E0,1.169600554E1
2.237560208E0,1.172932047E1,-7.025013285E0,8.033756218E0,1.585777441E1
